chr	gene_id	gene_symbol	P-value	Zscore	Direction	regulation	heterogeneity_I_squared	heterogeneity_Chi_squared	heterogeneity_degrees_of_freedom_squared	heterogeneity_P-value
4	ENSG00000145284	SCD5	0.6944	-0.393	--	Not differentially expressed	0.0	0.111	1	0.7386
17	ENSG00000184560	SPEM2	0.0638	1.854	+0	Not differentially expressed	80.4	5.111	1	0.02378
1	ENSG00000162746	FCRLB	0.02183	-2.293	--	Not differentially expressed	4.0	1.042	1	0.3074
18	ENSG00000206043	C18orf63	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
3	ENSG00000242337	TFP1	0.3305	-0.973	--	Not differentially expressed	0.0	0.748	1	0.3872
17	ENSG00000266066	POLRMTP1	0.07304	-1.793	--	Not differentially expressed	0.0	0.281	1	0.5959
2	ENSG00000271657	AC018462.2	0.4295	0.79	+0	Not differentially expressed	0.0	0.929	1	0.3352
7	ENSG00000106392	C1GALT1	0.7006	0.385	+-	Not differentially expressed	0.0	0.269	1	0.6037
9	ENSG00000178654	PPIAP33	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
3	ENSG00000114115	RBP1	0.0008712	-3.329	--	Not differentially expressed	86.6	7.447	1	0.006356
18	ENSG00000257513	NPIPB1P	0.9536	-0.058	-0	Not differentially expressed	0.0	0.005	1	0.9434
19	ENSG00000104774	MAN2B1	0.7421	-0.329	-+	Not differentially expressed	92.6	13.472	1	0.0002422
5	ENSG00000248493	AC005351.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
15	ENSG00000131873	CHSY1	0.000562	3.449	++	Not differentially expressed	39.5	1.653	1	0.1985
7	ENSG00000166925	TSC22D4	0.2643	1.116	-+	Not differentially expressed	43.1	1.757	1	0.185
2	ENSG00000170577	SIX2	1.272e-17	8.546	++	Upregulated in AD	98.3	58.949	1	1.618e-14
19	ENSG00000062822	POLD1	0.07042	1.809	-+	Not differentially expressed	87.3	7.859	1	0.005057
22	ENSG00000225741	AC245517.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
15	ENSG00000138592	USP8	0.4127	-0.819	+-	Not differentially expressed	74.4	3.902	1	0.04824
9	ENSG00000215183	MSMP	0.2533	1.142	++	Not differentially expressed	0.0	0.804	1	0.37
6	ENSG00000213133	PPP1R14BP5	0.4933	0.685	++	Not differentially expressed	0.0	0.545	1	0.4606
8	ENSG00000251203	AC011726.1	0.1269	1.526	++	Not differentially expressed	0.0	0.597	1	0.4398
17	ENSG00000267168	AC005837.2	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
11	ENSG00000149124	GLYAT	0.1676	-1.38	--	Not differentially expressed	0.0	0.642	1	0.4231
1	ENSG00000162923	WDR26	0.03103	2.157	+-	Not differentially expressed	94.6	18.604	1	1.609e-05
7	ENSG00000231153	AC002429.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
2	ENSG00000230580	AC021016.1	0.4755	0.714	+0	Not differentially expressed	0.0	0.758	1	0.3841
3	ENSG00000023330	ALAS1	0.2667	-1.111	--	Not differentially expressed	0.0	0.416	1	0.5188
11	ENSG00000263465	SRSF8	0.016	-2.409	--	Not differentially expressed	53.2	2.135	1	0.144
2	ENSG00000163811	WDR43	0.2902	-1.058	--	Not differentially expressed	0.0	0.012	1	0.912
5	ENSG00000066230	SLC9A3	0.1083	-1.606	-+	Not differentially expressed	79.6	4.892	1	0.02699
8	ENSG00000249848	AC112673.1	0.6141	0.504	++	Not differentially expressed	0.0	0.001	1	0.9757
17	ENSG00000213876	RPL7AP64	0.8386	-0.204	-0	Not differentially expressed	0.0	0.062	1	0.8038
19	ENSG00000105509	HAS1	1.425e-05	-4.34	--	Not differentially expressed	0.0	0.411	1	0.5214
17	ENSG00000108439	PNPO	0.04526	-2.002	--	Not differentially expressed	0.0	0.011	1	0.9157
17	ENSG00000131885	KRT17P1	0.002221	-3.059	--	Not differentially expressed	0.0	0.978	1	0.3228
14	ENSG00000070182	SPTB	0.01545	-2.422	--	Not differentially expressed	0.0	0.92	1	0.3375
7	ENSG00000058404	CAMK2B	0.08055	-1.748	--	Not differentially expressed	0.0	0.339	1	0.5602
2	ENSG00000068724	TTC7A	0.1421	1.468	-+	Not differentially expressed	88.5	8.666	1	0.003242
7	ENSG00000164746	C7orf57	0.9952	0.006	-+	Not differentially expressed	60.4	2.526	1	0.112
5	ENSG00000250669	AC112206.4	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
8	ENSG00000104490	NCALD	8.063e-06	-4.464	--	Not differentially expressed	0.0	0.072	1	0.7878
8	ENSG00000104517	UBR5	0.2099	1.254	++	Not differentially expressed	46.7	1.875	1	0.1709
8	ENSG00000254065	AC024451.3	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
11	ENSG00000229859	PGA3	0.9254	-0.094	--	Not differentially expressed	0.0	0.0	1	0.9886
13	ENSG00000225131	PSME2P2	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
22	ENSG00000075218	GTSE1	0.4347	0.781	-+	Not differentially expressed	59.9	2.494	1	0.1143
10	ENSG00000283709	FAM238C	0.1315	-1.508	-+	Not differentially expressed	72.0	3.57	1	0.05882
22	ENSG00000237438	CECR7	0.9993	0.001	-+	Not differentially expressed	84.6	6.488	1	0.01086
15	ENSG00000140254	DUOXA1	0.1033	-1.629	-+	Not differentially expressed	90.4	10.395	1	0.001263
3	ENSG00000196549	MME	0.8201	-0.227	-+	Not differentially expressed	75.0	3.996	1	0.0456
8	ENSG00000260428	SCX	0.6572	-0.444	--	Not differentially expressed	0.0	0.289	1	0.5912
3	ENSG00000249558	RCC2P4	0.8554	0.182	+-	Not differentially expressed	0.0	0.247	1	0.6194
4	ENSG00000185049	NELFA	0.4558	0.746	-+	Not differentially expressed	15.0	1.177	1	0.2779
1	ENSG00000237163	AC099794.2	0.6556	-0.446	-0	Not differentially expressed	0.0	0.296	1	0.5865
9	ENSG00000130560	UBAC1	0.3055	-1.025	-+	Not differentially expressed	44.3	1.794	1	0.1804
12	ENSG00000123329	ARHGAP9	0.2026	1.274	++	Not differentially expressed	0.0	0.114	1	0.7355
X	ENSG00000237475	RPL7P53	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
13	ENSG00000102543	CDADC1	0.07761	-1.765	--	Not differentially expressed	0.0	0.446	1	0.504
21	ENSG00000215454	KRTAP10-4	0.8853	-0.144	-0	Not differentially expressed	0.0	0.031	1	0.8604
15	ENSG00000258420	AC012414.1	0.6536	-0.449	-0	Not differentially expressed	0.0	0.3	1	0.5842
2	ENSG00000270776	AC012443.1	0.2476	1.156	-+	Not differentially expressed	25.6	1.344	1	0.2463
12	ENSG00000139637	C12orf10	0.0008604	-3.333	--	Not differentially expressed	71.6	3.517	1	0.06075
5	ENSG00000251682	AC122718.2	0.4028	0.837	++	Not differentially expressed	0.0	0.828	1	0.3627
20	ENSG00000132646	PCNA	0.1045	1.624	++	Not differentially expressed	70.0	3.33	1	0.06805
9	ENSG00000165124	SVEP1	0.05967	-1.883	--	Not differentially expressed	0.0	0.267	1	0.6052
19	ENSG00000130755	GMFG	0.8286	0.216	-+	Not differentially expressed	87.3	7.899	1	0.004945
5	ENSG00000248185	AC025445.1	0.5989	0.526	+0	Not differentially expressed	0.0	0.411	1	0.5212
3	ENSG00000170837	GPR27	0.03917	-2.062	--	Not differentially expressed	0.0	0.008	1	0.9273
14	ENSG00000129484	PARP2	0.06657	-1.835	--	Not differentially expressed	0.0	0.883	1	0.3473
9	ENSG00000155621	C9orf85	0.722	0.356	-+	Not differentially expressed	85.4	6.827	1	0.00898
11	ENSG00000124920	MYRF	0.4992	0.676	-+	Not differentially expressed	84.9	6.629	1	0.01004
9	ENSG00000131668	BARX1	0.9681	-0.04	-0	Not differentially expressed	0.0	0.002	1	0.961
1	ENSG00000143178	TBX19	0.1032	1.629	-+	Not differentially expressed	53.3	2.14	1	0.1435
6	ENSG00000204435	CSNK2B	0.4416	-0.77	+-	Not differentially expressed	62.4	2.66	1	0.1029
14	ENSG00000181552	EDDM3B	0.2239	-1.216	-0	Not differentially expressed	54.6	2.2	1	0.138
11	ENSG00000118058	KMT2A	0.539	0.614	++	Not differentially expressed	0.0	0.067	1	0.7965
7	ENSG00000236712	AC079448.1	0.1107	1.595	+0	Not differentially expressed	73.6	3.784	1	0.05174
16	ENSG00000166455	C16orf46	0.8084	-0.243	+-	Not differentially expressed	76.8	4.304	1	0.03803
20	ENSG00000231961	AL035461.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
19	ENSG00000198182	ZNF607	0.6828	0.409	+-	Not differentially expressed	41.0	1.696	1	0.1928
15	ENSG00000137806	NDUFAF1	0.04386	-2.015	--	Not differentially expressed	61.6	2.602	1	0.1067
9	ENSG00000230245	BX088651.3	0.6524	-0.45	-0	Not differentially expressed	0.0	0.302	1	0.5828
5	ENSG00000253366	AC139272.1	0.8011	-0.252	-0	Not differentially expressed	0.0	0.094	1	0.7586
16	ENSG00000103018	CYB5B	0.0146	2.442	+-	Not differentially expressed	93.0	14.267	1	0.0001587
1	ENSG00000162618	ADGRL4	1.466e-05	4.334	++	Not differentially expressed	0.0	0.851	1	0.3563
1	ENSG00000237094	AL732372.2	0.5282	-0.631	-+	Not differentially expressed	75.1	4.02	1	0.04495
17	ENSG00000235546	AC087499.4	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
21	ENSG00000182093	WRB	0.1442	-1.46	--	Not differentially expressed	0.0	0.217	1	0.641
4	ENSG00000174343	CHRNA9	0.2454	-1.161	-0	Not differentially expressed	50.2	2.007	1	0.1566
6	ENSG00000119899	SLC17A5	0.007763	2.662	+-	Not differentially expressed	92.2	12.891	1	0.0003302
5	ENSG00000113722	CDX1	0.7289	0.347	+0	Not differentially expressed	0.0	0.179	1	0.6725
9	ENSG00000137080	IFNA21	0.8574	-0.18	-+	Not differentially expressed	0.0	0.086	1	0.7694
1	ENSG00000162551	ALPL	0.0006537	3.408	++	Not differentially expressed	81.9	5.527	1	0.01872
7	ENSG00000005486	RHBDD2	0.04249	-2.029	--	Not differentially expressed	0.0	0.462	1	0.4968
7	ENSG00000241539	AC079804.1	0.3717	0.893	+0	Not differentially expressed	15.8	1.187	1	0.2759
21	ENSG00000154640	BTG3	0.931	0.087	+-	Not differentially expressed	0.0	0.551	1	0.4577
19	ENSG00000011600	TYROBP	0.03349	2.126	-+	Not differentially expressed	82.3	5.659	1	0.01736
15	ENSG00000137841	PLCB2	0.5204	-0.643	-+	Not differentially expressed	87.7	8.11	1	0.004403
16	ENSG00000183747	ACSM2A	0.633	-0.477	-+	Not differentially expressed	4.7	1.049	1	0.3058
20	ENSG00000125864	BFSP1	0.008167	-2.645	--	Not differentially expressed	49.3	1.972	1	0.1602
13	ENSG00000187498	COL4A1	0.09063	1.692	++	Not differentially expressed	0.0	0.928	1	0.3354
18	ENSG00000166573	GALR1	0.129	-1.518	--	Not differentially expressed	64.7	2.835	1	0.09224
7	ENSG00000230305	AC004980.3	0.1514	-1.435	-+	Not differentially expressed	70.7	3.416	1	0.06458
17	ENSG00000175826	CTDNEP1	0.5978	0.528	-+	Not differentially expressed	0.0	0.451	1	0.5021
17	ENSG00000205710	C17orf107	0.0002411	-3.672	--	Not differentially expressed	0.0	0.004	1	0.9502
1	ENSG00000225934	AL592310.1	0.7333	0.341	0+	Not differentially expressed	0.0	0.078	1	0.78
1	ENSG00000162775	RBM15	0.3167	1.001	+-	Not differentially expressed	67.6	3.089	1	0.07881
6	ENSG00000237649	KIFC1	0.8681	0.166	+0	Not differentially expressed	0.0	0.041	1	0.8394
11	ENSG00000151704	KCNJ1	0.7206	-0.358	+-	Not differentially expressed	0.0	0.218	1	0.6408
2	ENSG00000229221	HNRNPA1P66	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
20	ENSG00000125821	DTD1	0.000116	-3.854	--	Not differentially expressed	57.7	2.362	1	0.1243
10	ENSG00000230809	RPS6P15	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
9	ENSG00000226801	OSTCP8	0.1273	1.525	++	Not differentially expressed	0.0	0.037	1	0.8465
20	ENSG00000231470	HMGB3P2	0.8725	-0.16	-0	Not differentially expressed	0.0	0.038	1	0.8448
13	ENSG00000185950	IRS2	0.04568	1.998	++	Not differentially expressed	79.6	4.9	1	0.02686
9	ENSG00000130653	PNPLA7	0.05504	-1.919	-+	Not differentially expressed	91.0	11.058	1	0.0008831
3	ENSG00000144834	TAGLN3	0.00787	-2.658	--	Not differentially expressed	0.0	0.002	1	0.9629
19	ENSG00000130300	PLVAP	0.04603	-1.995	-+	Not differentially expressed	89.2	9.222	1	0.002392
1	ENSG00000226164	FGFR3P6	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
2	ENSG00000229150	CRYGEP	0.9647	-0.044	-0	Not differentially expressed	0.0	0.003	1	0.9569
1	ENSG00000158008	EXTL1	0.01209	-2.509	--	Not differentially expressed	0.0	0.012	1	0.9139
X	ENSG00000101890	GUCY2F	0.7363	0.337	+0	Not differentially expressed	0.0	0.169	1	0.6813
17	ENSG00000133193	FAM104A	0.8533	-0.185	+-	Not differentially expressed	0.5	1.005	1	0.3161
5	ENSG00000172568	FNDC9	0.6955	-0.391	+-	Not differentially expressed	0.0	0.778	1	0.3778
19	ENSG00000142449	FBN3	0.01078	-2.55	--	Not differentially expressed	84.9	6.636	1	0.009993
11	ENSG00000171204	TMEM126B	0.292	-1.054	+-	Not differentially expressed	45.5	1.835	1	0.1755
X	ENSG00000125351	UPF3B	0.01838	-2.358	-+	Not differentially expressed	89.2	9.276	1	0.002322
16	ENSG00000103066	PLA2G15	0.6623	-0.437	-+	Not differentially expressed	68.8	3.201	1	0.0736
5	ENSG00000240058	ARGFXP1	0.6597	-0.44	-+	Not differentially expressed	89.9	9.899	1	0.001654
1	ENSG00000244457	ENO1P1	0.5955	0.531	+0	Not differentially expressed	0.0	0.419	1	0.5173
18	ENSG00000267704	FRG2LP	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
10	ENSG00000239152	RNA5SP310	0.8334	0.21	+0	Not differentially expressed	0.0	0.066	1	0.7975
3	ENSG00000172771	EFCAB12	0.3861	0.867	-+	Not differentially expressed	86.6	7.443	1	0.006369
7	ENSG00000105829	BET1	0.5594	0.584	+-	Not differentially expressed	11.1	1.125	1	0.2889
9	ENSG00000229146	SNX18P4	0.969	-0.039	+-	Not differentially expressed	0.0	0.771	1	0.3799
17	ENSG00000225663	MCRIP1	0.03007	-2.169	-+	Not differentially expressed	88.1	8.421	1	0.00371
22	ENSG00000015475	BID	0.7084	-0.374	+-	Not differentially expressed	77.2	4.391	1	0.03612
4	ENSG00000250403	AC097460.2	0.806	0.246	+0	Not differentially expressed	0.0	0.09	1	0.7646
2	ENSG00000013441	CLK1	0.3385	-0.957	-+	Not differentially expressed	92.1	12.696	1	0.0003664
8	ENSG00000160886	LY6K	0.0004289	-3.522	--	Not differentially expressed	61.2	2.58	1	0.1082
20	ENSG00000125780	TGM3	0.1176	-1.565	--	Not differentially expressed	70.7	3.413	1	0.06468
2	ENSG00000115596	WNT6	2.627e-06	4.698	++	Upregulated in AD	93.5	15.293	1	9.206e-05
20	ENSG00000233324	EEF1A1P34	0.01471	2.439	+0	Not differentially expressed	88.7	8.851	1	0.002929
1	ENSG00000117597	UTP25	0.2283	-1.205	+-	Not differentially expressed	71.9	3.557	1	0.0593
1	ENSG00000279169	PRAMEF13	0.8915	0.136	+0	Not differentially expressed	0.0	0.028	1	0.8679
11	ENSG00000175352	NRIP3	0.0006409	-3.414	--	Not differentially expressed	0.0	0.806	1	0.3693
17	ENSG00000108592	FTSJ3	0.111	1.594	++	Not differentially expressed	0.0	0.889	1	0.3458
1	ENSG00000271680	AC098935.2	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
16	ENSG00000171490	RSL1D1	0.7411	-0.33	+-	Not differentially expressed	0.0	0.709	1	0.3997
3	ENSG00000215837	SDHAP2	0.8975	-0.129	-+	Not differentially expressed	64.6	2.823	1	0.09289
7	ENSG00000229435	PIP5K1P2	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
11	ENSG00000165323	FAT3	0.1671	-1.382	--	Not differentially expressed	0.0	0.592	1	0.4417
17	ENSG00000170836	PPM1D	0.0003633	3.565	++	Not differentially expressed	74.1	3.866	1	0.04928
13	ENSG00000233273	AMMECR1LP1	0.4344	-0.782	--	Not differentially expressed	0.0	0.043	1	0.8349
5	ENSG00000244921	MTCYBP18	0.2679	-1.108	-0	Not differentially expressed	45.2	1.826	1	0.1766
17	ENSG00000073350	LLGL2	0.4558	0.746	-+	Not differentially expressed	90.0	10.045	1	0.001527
19	ENSG00000228674	PPIAP59	0.7272	-0.349	-0	Not differentially expressed	0.0	0.181	1	0.6705
1	ENSG00000180098	TRNAU1AP	0.6087	0.512	-+	Not differentially expressed	84.9	6.635	1	0.01
4	ENSG00000164122	ASB5	0.984	0.02	+-	Not differentially expressed	0.0	0.028	1	0.8678
19	ENSG00000099624	ATP5F1D	6.869e-06	-4.498	--	Not differentially expressed	75.1	4.014	1	0.04512
1	ENSG00000135838	NPL	0.2181	1.231	++	Not differentially expressed	0.0	0.163	1	0.6861
12	ENSG00000227059	ANHX	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
19	ENSG00000125746	EML2	0.9693	-0.038	-+	Not differentially expressed	94.1	17.074	1	3.596e-05
14	ENSG00000213598	AL049873.1	0.7981	-0.256	-0	Not differentially expressed	0.0	0.097	1	0.755
19	ENSG00000282339	AC010507.2	0.9269	0.092	-+	Not differentially expressed	0.0	0.606	1	0.4365
3	ENSG00000231449	AC097359.1	0.896	0.131	-+	Not differentially expressed	86.1	7.212	1	0.007241
1	ENSG00000213561	AC103591.2	0.1965	-1.292	-0	Not differentially expressed	59.7	2.481	1	0.1152
11	ENSG00000255207	AL133399.1	0.7041	-0.38	+-	Not differentially expressed	0.0	0.175	1	0.6755
4	ENSG00000249006	AL136360.1	0.06708	1.831	+-	Not differentially expressed	80.5	5.126	1	0.02356
9	ENSG00000107140	TESK1	0.1421	1.468	++	Not differentially expressed	0.0	0.005	1	0.9438
3	ENSG00000174640	SLCO2A1	0.01236	2.502	++	Not differentially expressed	66.3	2.968	1	0.08493
22	ENSG00000188130	MAPK12	0.1459	-1.454	-+	Not differentially expressed	87.2	7.795	1	0.00524
11	ENSG00000132259	CNGA4	0.5229	-0.639	-+	Not differentially expressed	83.0	5.879	1	0.01533
9	ENSG00000136783	NIPSNAP3A	0.3834	0.872	+-	Not differentially expressed	71.5	3.506	1	0.06114
7	ENSG00000231006	RPL7P32	0.5111	0.657	+-	Not differentially expressed	61.3	2.587	1	0.1078
18	ENSG00000154065	ANKRD29	0.118	-1.563	--	Not differentially expressed	0.0	0.122	1	0.7271
10	ENSG00000229455	RPS10P18	0.3647	-0.906	-+	Not differentially expressed	78.2	4.592	1	0.03212
X	ENSG00000213684	LDHBP2	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
3	ENSG00000239557	AC092045.1	0.3237	-0.987	-+	Not differentially expressed	72.8	3.671	1	0.05537
10	ENSG00000270316	BORCS7-ASMT	0.8717	-0.162	-+	Not differentially expressed	0.0	0.112	1	0.7374
14	ENSG00000221977	OR4E2	0.5545	-0.591	-+	Not differentially expressed	37.4	1.598	1	0.2062
7	ENSG00000164744	SUN3	0.01299	-2.484	--	Not differentially expressed	46.9	1.882	1	0.1701
12	ENSG00000010610	CD4	0.2665	1.111	-+	Not differentially expressed	89.7	9.694	1	0.001849
1	ENSG00000163050	COQ8A	0.05217	-1.942	--	Not differentially expressed	67.1	3.036	1	0.08141
1	ENSG00000252510	RNA5SP55	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
7	ENSG00000230914	AC004840.1	0.9096	-0.114	-0	Not differentially expressed	0.0	0.019	1	0.8899
X	ENSG00000233874	AL118496.1	0.05139	-1.948	-0	Not differentially expressed	82.3	5.646	1	0.0175
3	ENSG00000114405	C3orf14	0.01209	-2.509	--	Not differentially expressed	0.0	0.0	1	0.9975
10	ENSG00000235524	MTCO1P23	0.253	1.143	++	Not differentially expressed	0.0	0.102	1	0.7498
12	ENSG00000157837	SPPL3	0.5688	-0.57	-+	Not differentially expressed	86.0	7.124	1	0.007604
7	ENSG00000188191	PRKAR1B	0.003771	-2.897	--	Not differentially expressed	0.0	0.169	1	0.6808
5	ENSG00000086589	RBM22	0.7056	0.378	-+	Not differentially expressed	0.0	0.715	1	0.3978
15	ENSG00000140374	ETFA	0.902	-0.123	+-	Not differentially expressed	28.9	1.406	1	0.2357
3	ENSG00000181722	ZBTB20	0.006974	2.698	++	Not differentially expressed	0.0	0.033	1	0.8564
8	ENSG00000187735	TCEA1	0.04173	2.036	++	Not differentially expressed	78.5	4.648	1	0.03109
X	ENSG00000237963	AL441964.1	0.96	0.05	0+	Not differentially expressed	0.0	0.002	1	0.9672
5	ENSG00000273217	AC008695.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
12	ENSG00000285238	AC006064.6	0.8227	-0.224	-+	Not differentially expressed	0.0	0.414	1	0.52
12	ENSG00000241286	RPL29P25	0.5048	0.667	-+	Not differentially expressed	34.8	1.535	1	0.2154
11	ENSG00000196611	MMP1	0.9151	0.107	+0	Not differentially expressed	0.0	0.017	1	0.8966
10	ENSG00000165832	TRUB1	0.01719	-2.383	--	Not differentially expressed	0.0	0.462	1	0.4969
9	ENSG00000095321	CRAT	0.1772	1.349	+-	Not differentially expressed	68.4	3.163	1	0.07534
9	ENSG00000237437	ASS1P12	0.9528	0.059	+-	Not differentially expressed	0.0	0.028	1	0.8659
6	ENSG00000112667	DNPH1	0.02453	-2.249	--	Not differentially expressed	0.0	0.081	1	0.7759
12	ENSG00000257464	AC125611.1	0.2305	-1.199	-0	Not differentially expressed	53.2	2.139	1	0.1436
15	ENSG00000259513	CYCSP38	0.2931	1.051	++	Not differentially expressed	0.0	0.193	1	0.6607
8	ENSG00000104371	DKK4	0.8872	0.142	+0	Not differentially expressed	0.0	0.03	1	0.8627
12	ENSG00000170439	METTL7B	1.381e-14	7.698	++	Upregulated in AD	94.7	18.933	1	1.354e-05
3	ENSG00000010282	HHATL	0.01299	-2.484	-+	Not differentially expressed	96.9	31.959	1	1.575e-08
19	ENSG00000105370	LIM2	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
3	ENSG00000163823	CCR1	0.1439	1.462	-+	Not differentially expressed	48.2	1.932	1	0.1646
2	ENSG00000213901	SLC23A3	0.1012	1.639	++	Not differentially expressed	0.0	0.873	1	0.3502
19	ENSG00000167562	ZNF701	0.759	0.307	-+	Not differentially expressed	66.1	2.948	1	0.08601
11	ENSG00000187049	TMEM216	0.02756	2.204	++	Not differentially expressed	0.0	0.018	1	0.8946
4	ENSG00000237350	CDC42P6	0.3193	-0.996	-0	Not differentially expressed	32.2	1.476	1	0.2245
4	ENSG00000163694	RBM47	0.08313	1.733	++	Not differentially expressed	14.3	1.166	1	0.2801
2	ENSG00000189292	ALKAL2	0.2998	-1.037	-+	Not differentially expressed	60.6	2.536	1	0.1113
5	ENSG00000164329	TENT2	0.0234	-2.267	--	Not differentially expressed	38.4	1.623	1	0.2027
7	ENSG00000269955	C7orf55-LUC7L2	0.199	1.284	++	Not differentially expressed	0.0	0.479	1	0.4889
10	ENSG00000138152	BTBD16	0.132	-1.506	-+	Not differentially expressed	93.7	15.94	1	6.539e-05
12	ENSG00000175183	CSRP2	0.1653	1.387	++	Not differentially expressed	19.7	1.245	1	0.2644
2	ENSG00000251569	AC093899.2	0.7995	-0.254	--	Not differentially expressed	0.0	0.092	1	0.7615
7	ENSG00000006459	KDM7A	0.1578	1.412	++	Not differentially expressed	0.0	0.181	1	0.6703
3	ENSG00000242525	OR7E100P	0.8163	0.232	-+	Not differentially expressed	0.0	0.772	1	0.3797
12	ENSG00000275778	PRH1-PRR4	0.9485	-0.065	--	Not differentially expressed	0.0	0.0	1	0.9984
16	ENSG00000065057	NTHL1	1.643e-05	-4.309	--	Not differentially expressed	85.6	6.947	1	0.008396
9	ENSG00000237306	HSPE1P22	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
20	ENSG00000101222	SPEF1	7.546e-09	-5.778	--	Downregulated in AD	58.0	2.383	1	0.1227
6	ENSG00000120438	TCP1	0.5124	-0.655	--	Not differentially expressed	0.0	0.2	1	0.6546
5	ENSG00000251634	AC145138.1	0.4691	0.724	++	Not differentially expressed	0.0	0.275	1	0.6
16	ENSG00000271105	SCML2P2	0.7621	-0.303	-+	Not differentially expressed	70.4	3.375	1	0.0662
9	ENSG00000122692	SMU1	0.2312	-1.197	--	Not differentially expressed	0.0	0.054	1	0.8159
14	ENSG00000092295	TGM1	0.6953	0.392	-+	Not differentially expressed	78.7	4.696	1	0.03023
15	ENSG00000176463	SLCO3A1	0.06066	1.876	++	Not differentially expressed	53.6	2.156	1	0.142
12	ENSG00000111321	LTBR	0.001337	3.208	++	Not differentially expressed	0.0	0.84	1	0.3593
11	ENSG00000130592	LSP1	0.1612	1.401	++	Not differentially expressed	0.0	0.964	1	0.3261
1	ENSG00000270733	AL355877.2	0.8534	0.185	-+	Not differentially expressed	38.2	1.617	1	0.2035
13	ENSG00000229715	EEF1DP3	0.7936	-0.262	-0	Not differentially expressed	0.0	0.102	1	0.7497
X	ENSG00000126768	TIMM17B	0.004902	-2.813	--	Not differentially expressed	84.6	6.513	1	0.01071
12	ENSG00000126746	ZNF384	4.716e-05	4.069	++	Not differentially expressed	78.5	4.656	1	0.03094
2	ENSG00000225394	AC106883.1	0.7023	-0.382	-0	Not differentially expressed	0.0	0.217	1	0.6411
10	ENSG00000148604	RGR	3.625e-07	5.088	++	Upregulated in AD	81.2	5.328	1	0.02099
1	ENSG00000225779	AL122001.1	0.3048	1.026	++	Not differentially expressed	0.0	0.178	1	0.673
1	ENSG00000180875	GREM2	0.05091	-1.952	--	Not differentially expressed	0.0	0.31	1	0.5777
12	ENSG00000171860	C3AR1	0.1277	1.523	-+	Not differentially expressed	39.9	1.665	1	0.1969
5	ENSG00000120314	WDR55	0.06989	1.813	++	Not differentially expressed	0.0	0.151	1	0.6978
16	ENSG00000090238	YPEL3	0.3267	-0.981	--	Not differentially expressed	0.0	0.425	1	0.5147
12	ENSG00000185591	SP1	7.623e-07	4.945	++	Upregulated in AD	50.4	2.016	1	0.1556
5	ENSG00000164587	RPS14	0.1448	-1.458	-+	Not differentially expressed	86.0	7.121	1	0.007617
18	ENSG00000176105	YES1	2.655e-05	4.201	++	Not differentially expressed	78.1	4.567	1	0.03258
X	ENSG00000147257	GPC3	2.029e-06	4.751	++	Upregulated in AD	95.9	24.673	1	6.792e-07
12	ENSG00000187109	NAP1L1	0.09064	-1.692	--	Not differentially expressed	58.1	2.387	1	0.1223
17	ENSG00000176563	CNTD1	0.02194	2.291	++	Not differentially expressed	0.0	0.012	1	0.9143
5	ENSG00000248586	AC025470.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
11	ENSG00000186280	KDM4D	0.08123	-1.744	--	Not differentially expressed	0.0	0.001	1	0.9808
7	ENSG00000271404	MZT1P2	0.5808	-0.552	-0	Not differentially expressed	0.0	0.454	1	0.5006
16	ENSG00000086504	MRPL28	0.000215	-3.701	--	Not differentially expressed	69.8	3.306	1	0.06903
15	ENSG00000254793	FDPSP4	0.2397	-1.176	--	Not differentially expressed	0.0	0.121	1	0.728
17	ENSG00000227790	SPECC1P1	0.5802	-0.553	-0	Not differentially expressed	0.0	0.455	1	0.4999
16	ENSG00000166546	BEAN1	0.1449	-1.458	-+	Not differentially expressed	75.5	4.087	1	0.04321
