gene,gene_name,BA20_SNp_HA_vs_AD.l2fc,BA20_SNp_HA_vs_AD.pval,BA20_SNp_HA_vs_AD.padj,BA20_SNp_HA_vs_AD.raw_l2fc,,,,,
ENSG00000284669,AC092053.3,0.127259477,0.751514703,,0.387329674,,,,,
ENSG00000128606,LRRC17,0.127072383,0.741889667,,0.041641808,,,,,
ENSG00000276672,AL161891.1,0.238911847,0.552704608,,0.778619689,,,,,
ENSG00000106236,NPTX2,1.14894481,,,3.590008777,,,,,
ENSG00000175463,TBC1D10C,-0.528797546,0.193826438,,-0.877454472,,,,,
ENSG00000268388,FENDRR,-0.050804765,0.903668672,,0.290246806,,,,,
ENSG00000130307,USHBP1,0.452088675,0.282592024,,0.829064588,,,,,
ENSG00000239961,LILRA4,-1.051237934,0.00785538,,-1.395775358,,,,,
ENSG00000284770,TBCE,0.180756141,0.65978432,,0.393014416,,,,,
ENSG00000101000,PROCR,0.022226603,0.955438078,,-0.346336489,,,,,
ENSG00000131503,ANKHD1,0.370762673,0.365425112,,0.564922491,,,,,
ENSG00000206530,CFAP44,0.426220625,0.260060275,0.473142559,0.638109384,,,,,
ENSG00000115232,ITGA4,0.140088115,0.736471552,,-0.030335176,,,,,
ENSG00000273018,FAM106A,0.080915393,0.814879394,,0.128324751,,,,,
ENSG00000115844,DLX2,0.050325258,0.904312177,,0.079950748,,,,,
ENSG00000002822,MAD1L1,-0.455663973,0.21886069,,-0.890128996,,,,,
ENSG00000186301,MST1P2,0.027541115,0.947608853,,0.069262186,,,,,
ENSG00000269399,AC008764.6,0.106059597,0.790860323,,0.376431614,,,,,
ENSG00000245149,RNF139-AS1,-0.014119392,0.972630001,,0.02511639,,,,,
ENSG00000152207,CYSLTR2,0.394570734,0.330695409,,0.875664195,,,,,
ENSG00000174944,P2RY14,0.305164839,0.468044788,,0.447731173,,,,,
ENSG00000145861,C1QTNF2,0.615192681,0.128702364,,0.996277487,,,,,
ENSG00000254838,GVINP1,0.515734362,0.216992727,,1.195211932,,,,,
ENSG00000271503,CCL5,-0.398802839,0.325851189,,-0.643764517,,,,,
ENSG00000143882,ATP6V1C2,-0.125266383,0.756761628,,-0.458807116,,,,,
ENSG00000177359,AC024940.2,0.72703134,0.081918851,,1.561421089,,,,,
ENSG00000275180,AC048341.2,0.376115357,0.369543897,,0.989589046,,,,,
ENSG00000161960,EIF4A1,0.727840995,0.069414091,,1.267367556,,,,,
ENSG00000184999,SLC22A10,0.460363659,0.273691052,,0.854298058,,,,,
ENSG00000251226,AP001999.1,0.62849613,0.135027562,,1.683762577,,,,,
ENSG00000187955,COL14A1,-0.001671545,0.996385915,,-0.152328863,,,,,
ENSG00000147174,GCNA,0.658292977,,,1.257389814,,,,,
ENSG00000279277,AC012020.1,0.551429917,0.184807888,,1.118475875,,,,,
ENSG00000177606,JUN,0.540422006,0.109309942,0.294955667,0.706049311,,,,,
ENSG00000237940,LINC01238,0.44671115,0.28134229,,1.039474225,,,,,
ENSG00000243716,NPIPB5,0.907817248,0.0294457,,1.924316726,,,,,
ENSG00000128564,VGF,0.944177415,,,3.524815462,,,,,
ENSG00000205702,CYP2D7,0.296262485,0.461327277,,0.695724123,,,,,
ENSG00000184923,NUTM2A,-0.267911011,0.524113561,,-0.335267015,,,,,
ENSG00000165816,VWA2,-0.152676106,0.716628974,,-0.615830124,,,,,
ENSG00000112837,TBX18,-0.081727172,0.845506573,,0.04736353,,,,,
ENSG00000104976,SNAPC2,0.44975357,0.130533796,0.326418154,0.556904225,,,,,
ENSG00000197653,DNAH10,-0.487977091,0.178702229,,-0.655627224,,,,,
ENSG00000260645,AL359715.2,0.247105466,0.534650014,,0.579335218,,,,,
ENSG00000183090,FREM3,0.272864058,0.506283529,,0.715922612,,,,,
ENSG00000164932,CTHRC1,0.911294238,0.022666845,,1.593590475,,,,,
ENSG00000197467,COL13A1,0.711337596,0.089140653,,1.933683139,,,,,
ENSG00000109072,VTN,0.289066429,0.489597898,,0.666045022,,,,,
ENSG00000230715,AC018638.2,0.204792468,0.577344655,,0.286942706,,,,,
ENSG00000262943,ALOX12P2,0.307814997,0.410664838,,0.381216187,,,,,
ENSG00000135114,OASL,-0.203252076,0.614149713,,-0.449716958,,,,,
ENSG00000231249,ITPR1-DT,0.531973045,0.205931605,,1.279487347,,,,,
ENSG00000234685,NUS1P2,-0.599121128,0.151864011,,-1.299012332,,,,,
ENSG00000272361,AC005014.2,0.073328718,0.861619386,,0.248285882,,,,,
ENSG00000156925,ZIC3,-0.03698404,0.9299079,,-0.114575363,,,,,
ENSG00000064012,CASP8,-0.139103598,0.715246612,,-0.123782744,,,,,
ENSG00000272305,AC096887.1,0.278439451,0.49752008,,0.882776988,,,,,
ENSG00000227191,TRGC2,0.008540481,0.983732037,,-0.161786531,,,,,
ENSG00000164488,DACT2,0.168577147,0.687286526,,0.368782079,,,,,
ENSG00000101825,MXRA5,0.105550092,0.795562454,,0.202926402,,,,,
ENSG00000273771,AC024337.2,-0.10805697,0.793145947,,-0.007244535,,,,,
ENSG00000267199,AP001029.2,0.116658817,0.76796692,,0.143281941,,,,,
ENSG00000280399,AC022497.1,0.147317375,0.726239993,,0.433176221,,,,,
ENSG00000277632,CCL3,0.333631926,0.427239687,,0.776710089,,,,,
ENSG00000164136,IL15,-0.648501918,0.113193787,,-1.082359463,,,,,
ENSG00000236114,AL450326.2,0.693797889,0.090676557,,1.378359015,,,,,
ENSG00000204603,LINC01257,0.326917102,0.388420902,,1.464595284,,,,,
ENSG00000285106,AC016831.7,0.432555002,0.281852236,,1.085256275,,,,,
ENSG00000163016,ALMS1P1,-0.697125097,0.034638959,,-1.034471685,,,,,
ENSG00000057593,F7,0.402444939,0.304722819,,0.725169239,,,,,
ENSG00000206344,HCG27,-0.234377665,0.554607262,,-0.337039815,,,,,
ENSG00000143921,ABCG8,0.378528868,0.350069227,,1.352627232,,,,,
ENSG00000224479,AC104162.1,-0.057947638,0.890239786,,-0.246043973,,,,,
ENSG00000161911,TREML1,0.158891193,0.705470019,,0.369871431,,,,,
ENSG00000238113,LINC01410,0.131933641,0.746915271,,0.349184555,,,,,
ENSG00000280099,AL603750.1,0.35149661,0.370049436,,0.813876512,,,,,
ENSG00000269069,AC007842.1,0.48704529,0.246437232,,1.398046924,,,,,
ENSG00000156875,MFSD14A,0.200864173,0.600716778,,0.232708096,,,,,
ENSG00000230316,FEZF1-AS1,0.095838696,0.817384878,,0.222602255,,,,,
ENSG00000184313,MROH7,-0.070965275,0.850678179,,0.162917924,,,,,
ENSG00000186907,RTN4RL2,0.84034197,0.030822862,0.159401584,1.329028389,,,,,
ENSG00000176208,ATAD5,-0.0211614,0.956551311,,-0.067823464,,,,,
ENSG00000122254,HS3ST2,0.984617389,0.01902792,0.130743334,2.55527999,,,,,
ENSG00000183801,OLFML1,-0.58975118,0.152599012,,-1.220351095,,,,,
ENSG00000167261,DPEP2,-0.418900347,0.253730629,,-0.465708326,,,,,
ENSG00000112297,CRYBG1,0.07878107,0.845979841,,-0.0859582,,,,,
ENSG00000249738,AC008691.1,0.123429476,0.759446559,,0.497150533,,,,,
ENSG00000103257,SLC7A5,0.654224589,0.045150188,0.190229052,0.737711671,,,,,
ENSG00000168356,SCN11A,0.36501393,0.381221138,,0.736893329,,,,,
ENSG00000235888,AF064858.1,0.460873454,0.27334445,,1.142322584,,,,,
ENSG00000113205,PCDHB3,0.279066808,0.497924695,,0.470058971,,,,,
ENSG00000265683,SYPL1P2,0.43346899,0.299425693,,1.065070303,,,,,
ENSG00000185053,SGCZ,0.040666263,0.921756629,,-0.105045114,,,,,
ENSG00000188649,CC2D2B,0.429137521,0.306816068,,1.255564625,,,,,
ENSG00000123496,IL13RA2,0.244876251,0.55952036,,0.457676941,,,,,
ENSG00000182257,PRR34,0.621872219,0.122060775,,1.19668328,,,,,
ENSG00000281404,LINC01176,0.051027112,0.895901452,,0.202541602,,,,,
ENSG00000169246,NPIPB3,0.042892674,0.91760801,,-0.01565352,,,,,
ENSG00000240303,ACAD11,0.511486777,0.200472196,,0.768760192,,,,,
ENSG00000254035,AC104117.3,0.066461951,0.872093446,,0.273555487,,,,,
ENSG00000159712,ANKRD18CP,0.455534932,0.272379306,,1.047033337,,,,,
ENSG00000137571,SLCO5A1,1.013259614,0.013189491,,2.129547803,,,,,
ENSG00000196873,CBWD3,-0.458323028,0.250692815,,-0.781058377,,,,,
ENSG00000272953,AC092171.4,-0.703125056,0.084339608,,-1.11281965,,,,,
ENSG00000283503,LINC01902,0.301311971,0.459673948,,0.997451461,,,,,
ENSG00000203867,RBM20,0.582961236,0.14924788,,0.699847345,,,,,
ENSG00000276863,AC124319.4,0.720338468,0.085589594,,1.598634987,,,,,
ENSG00000286230,AC010327.6,0.584863943,0.161759761,,1.261950149,,,,,
ENSG00000007933,FMO3,-0.215757368,0.604922991,,-0.83432841,,,,,
ENSG00000276449,AC004076.2,0.198174349,0.637313066,,0.032866991,,,,,
ENSG00000258526,AL049828.1,0.156894593,0.70383558,,0.178557881,,,,,
ENSG00000114378,HYAL1,-0.278800669,0.487910229,,-0.639263503,,,,,
ENSG00000281026,N4BP2L2-IT2,-0.272994855,0.434388077,,-0.312106108,,,,,
ENSG00000131885,KRT17P1,0.865986715,0.034810603,,1.616680616,,,,,
ENSG00000240291,AL450384.2,-0.362055028,0.364559098,,-0.617691885,,,,,
ENSG00000263843,AC022211.2,0.213575951,0.568058142,,0.471736433,,,,,
ENSG00000240053,LY6G5B,0.605178194,0.146031704,,1.352016537,,,,,
ENSG00000113739,STC2,0.176306158,0.663419483,,0.205875245,,,,,
ENSG00000127083,OMD,-0.783780413,0.055200919,,-1.384840654,,,,,
ENSG00000251209,LINC00923,0.540179342,0.199130053,,1.084388436,,,,,
ENSG00000239883,PARGP1,-0.58400923,0.100707125,,-0.852579254,,,,,
ENSG00000087589,CASS4,0.065508073,0.873746746,,0.04025077,,,,,
ENSG00000133107,TRPC4,0.345651873,0.40253809,,0.650425367,,,,,
ENSG00000139354,GAS2L3,0.191227616,0.638715962,,0.322817661,,,,,
ENSG00000214331,AC009053.1,-0.32488397,0.402959309,,-0.625472572,,,,,
ENSG00000228782,MRPL45P2,0.404144032,0.294751335,,0.574788261,,,,,
ENSG00000198155,ZNF876P,0.326582797,0.417958046,,0.554055732,,,,,
ENSG00000185842,DNAH14,0.40783462,0.323165139,,0.484433292,,,,,
ENSG00000105835,NAMPT,0.833641462,,,1.38598465,,,,,
ENSG00000112414,ADGRG6,0.348040547,0.400335924,,1.203763164,,,,,
ENSG00000154263,ABCA10,0.717008251,0.076619174,,1.224488784,,,,,
ENSG00000115616,SLC9A2,0.235251097,0.572647669,,-0.046712955,,,,,
ENSG00000164647,STEAP1,0.509216665,0.22601268,,0.97933661,,,,,
ENSG00000111305,GSG1,-0.307426856,0.460640931,,-0.590250547,,,,,
ENSG00000070669,ASNS,0.940723222,0.013957512,,1.53622215,,,,,
ENSG00000248713,C4orf54,0.37714234,0.313763493,,2.217106616,,,,,
ENSG00000175164,ABO,0.259600474,0.525126605,,0.505049628,,,,,
ENSG00000230415,LINC01786,0.080999596,0.83911582,,0.25442138,,,,,
ENSG00000206532,AC117402.1,0.646124753,0.123693001,,1.643305098,,,,,
ENSG00000060566,CREB3L3,0.331764573,0.430147886,,0.826757663,,,,,
ENSG00000255595,AC007368.1,0.362911738,0.388249925,,0.91315652,,,,,
ENSG00000134072,CAMK1,0.608833743,,,0.814148865,,,,,
ENSG00000173391,OLR1,0.425068837,,,0.750017613,,,,,
ENSG00000180458,AC022148.1,0.484018262,0.24920194,,1.395578926,,,,,
ENSG00000182376,AC138028.1,0.14731391,0.725939588,,0.392393626,,,,,
ENSG00000253633,AP002852.1,0.676142983,0.107785052,,1.61366506,,,,,
ENSG00000132832,AL139352.1,-0.054888216,0.894951163,,-0.078498604,,,,,
ENSG00000101282,RSPO4,0.628849437,0.093633383,,0.845275667,,,,,
ENSG00000105289,TJP3,0.449381212,0.270241655,,1.412358416,,,,,
ENSG00000272927,AC107464.3,-0.059164083,0.886188057,,7.86E-04,,,,,
ENSG00000170523,KRT83,0.647402693,0.122152356,,1.946895528,,,,,
ENSG00000260005,AC027601.1,0.135678658,0.732963359,,0.628391116,,,,,
ENSG00000082293,COL19A1,1.113907563,0.008098602,,2.782747623,,,,,
ENSG00000243978,RTL9,0.072198187,0.851224129,,0.323035169,,,,,
ENSG00000103044,HAS3,-0.348240343,0.3775074,,-0.486795598,,,,,
ENSG00000165269,AQP7,-0.227272858,0.582356803,,-0.900844082,,,,,
ENSG00000166831,RBPMS2,0.150834659,0.69813976,,0.171624133,,,,,
ENSG00000279789,AC120114.3,-0.117855042,0.770715978,,-0.261725016,,,,,
ENSG00000163793,DNAJC5G,0.686036019,0.095904475,,2.395043785,,,,,
ENSG00000234617,SNRK-AS1,0.476846402,0.255608503,,0.878234936,,,,,
ENSG00000139146,SINHCAF,0.582608704,0.141544954,,0.976202318,,,,,
ENSG00000160867,FGFR4,0.186527909,0.642676565,,0.357850949,,,,,
ENSG00000260653,AC237221.1,0.533638942,0.203495871,,1.415768903,,,,,
ENSG00000133316,WDR74,0.599151201,,,0.739752814,,,,,
ENSG00000169442,CD52,0.18555149,0.636419049,,0.313089267,,,,,
ENSG00000229152,ANKRD10-IT1,0.487546597,0.24614797,,1.183063138,,,,,
ENSG00000281392,AC107204.1,0.36940231,0.331933784,,0.294512504,,,,,
ENSG00000228393,LINC01004,-0.303562456,0.425992237,,-0.717179245,,,,,
ENSG00000107984,DKK1,0.413321391,0.323498507,,0.650930036,,,,,
ENSG00000102387,TAF7L,-0.107747378,0.797879272,,-0.310058839,,,,,
ENSG00000226953,NCKAP5-AS2,0.418370363,0.319601229,,0.973952701,,,,,
ENSG00000135625,EGR4,0.860097406,,,2.865450044,,,,,
ENSG00000227579,AL122019.1,0.142474693,0.731310455,,0.830566044,,,,,
ENSG00000164330,EBF1,0.313170708,0.449156226,,0.782451905,,,,,
ENSG00000279529,AC008764.8,0.114573378,0.763825172,,0.206456035,,,,,
ENSG00000283341,AC068205.2,0.097066966,0.813399866,,0.191692058,,,,,
ENSG00000198842,DUSP27,0.607871767,0.148064243,,1.664855884,,,,,
ENSG00000134207,SYT6,0.118842348,0.691001963,,1.068237602,,,,,
ENSG00000166592,RRAD,0.715770674,,,1.975823453,,,,,
ENSG00000165621,OXGR1,0.390016513,0.349722445,,1.018048189,,,,,
ENSG00000259820,AC083843.3,-0.300044537,0.42652186,,-0.548956402,,,,,
ENSG00000168079,SCARA5,0.020551254,0.959480251,,-0.472797623,,,,,
ENSG00000278558,TMEM191B,-0.516594013,0.203442718,,-1.18545662,,,,,
ENSG00000197385,ZNF860,0.243672764,0.541449752,,0.514833615,,,,,
ENSG00000196878,LAMB3,0.852746268,,,2.474602759,,,,,
ENSG00000223459,TCAF1P1,0.011542019,0.976292366,,-0.071831241,,,,,
ENSG00000272148,AC013403.2,-0.128517935,0.743914134,,-0.0848768,,,,,
ENSG00000163145,C1QTNF7,0.019232549,0.963161038,,-0.193308418,,,,,
ENSG00000280106,AC008555.7,0.710996044,0.080502434,,1.524732996,,,,,
ENSG00000079263,SP140,-0.552659032,0.138283808,,-0.761784781,,,,,
ENSG00000170442,KRT86,0.258511589,0.537197022,,0.642225907,,,,,
ENSG00000236922,LINC01378,0.31579683,0.444703378,,0.293632711,,,,,
ENSG00000108846,ABCC3,0.212825013,0.612138382,,0.604312346,,,,,
ENSG00000131620,ANO1,0.903286014,0.03086172,,2.063141356,,,,,
ENSG00000242337,INHCAP,0.006554544,0.987475718,,-0.026645602,,,,,
ENSG00000230454,U73166.1,-0.142287023,0.728324428,,-0.236780021,,,,,
ENSG00000145703,IQGAP2,-0.26889738,0.494531995,,-0.337126474,,,,,
ENSG00000064300,NGFR,0.159212769,0.690123441,0.817542177,0.212644967,,,,,
ENSG00000185291,IL3RA,-0.085031928,0.831735385,,-0.122959942,,,,,
ENSG00000115297,TLX2,0.482564456,0.250633851,,0.857390344,,,,,
ENSG00000235875,ARHGEF7-AS2,0.570595424,0.164819765,,0.996309636,,,,,
ENSG00000224831,TMEM183B,-0.036809759,0.92669545,,-0.100046848,,,,,
ENSG00000088756,ARHGAP28,0.907257608,0.026469031,,1.676887705,,,,,
ENSG00000279349,AC092692.1,-0.137244955,0.689498878,,-0.21922912,,,,,
ENSG00000229618,AC011287.1,0.886872802,0.032928207,,1.959179876,,,,,
ENSG00000266456,AP001178.3,0.743121334,0.0773363,,1.739298724,,,,,
ENSG00000109255,NMU,0.479359433,0.240725621,,2.33988696,,,,,
ENSG00000165125,TRPV6,0.226775816,0.576978097,,0.218573777,,,,,
ENSG00000142449,FBN3,-0.114863794,0.769847892,,-0.121845528,,,,,
ENSG00000165606,DRGX,0.462044,0.271642347,,1.069965352,,,,,
ENSG00000214279,SCART1,0.486320645,0.239550052,,0.770958696,,,,,
ENSG00000166035,LIPC,0.195909625,0.640177687,,0.55105795,,,,,
ENSG00000233718,MYCNOS,0.288498135,0.458396007,,0.517389167,,,,,
ENSG00000212125,TAS2R15P,0.853997004,0.042151644,,1.951857913,,,,,
ENSG00000211454,AKR7L,0.253394544,0.507305998,,0.43085102,,,,,
ENSG00000117009,KMO,0.527693839,0.208668847,,1.397622439,,,,,
ENSG00000074803,SLC12A1,0.222017234,0.597193462,,0.463897648,,,,,
ENSG00000273311,DGCR11,0.639672193,0.122533058,,1.562510557,,,,,
ENSG00000119969,HELLS,1.069975185,0.010399607,,2.163988058,,,,,
ENSG00000213626,LBH,0.961360501,,,1.604510113,,,,,
ENSG00000242588,AC108010.1,-0.366972163,0.378383772,,-0.855137591,,,,,
ENSG00000262576,PCDHGA4,0.267492663,0.512405173,,0.38426327,,,,,
ENSG00000277270,AL160412.1,-0.234342802,0.574589175,,-0.562339207,,,,,
ENSG00000122025,FLT3,0.460117269,0.263148709,,1.125959353,,,,,
ENSG00000172244,C5orf34,0.742157809,0.071955698,,1.310968887,,,,,
ENSG00000164616,FBXL21P,-0.095965434,0.812579244,,-0.33300922,,,,,
ENSG00000128918,ALDH1A2,0.405736272,0.285400842,,0.615147669,,,,,
ENSG00000263571,AC004147.2,0.766315466,0.066659262,,1.594985897,,,,,
ENSG00000247373,AC055713.1,0.537334021,0.192844781,,1.363278908,,,,,
ENSG00000145506,NKD2,0.751782039,0.058662115,,1.192780421,,,,,
ENSG00000233251,AC007743.1,-0.410710607,0.325873391,,-1.054633902,,,,,
ENSG00000138778,CENPE,0.305298643,0.395559345,,0.076579775,,,,,
ENSG00000140465,CYP1A1,0.421757845,0.280821496,,0.487970057,,,,,
ENSG00000163689,C3orf67,-0.152797658,0.682756347,,-0.243171628,,,,,
ENSG00000231453,LINC01305,-0.23788198,0.526362972,,-0.852463936,,,,,
ENSG00000118231,CRYGD,0.564471023,0.173012373,,1.285949263,,,,,
ENSG00000258674,AC011448.1,0.151644039,0.717167474,,0.104659565,,,,,
ENSG00000258342,AL133304.3,-0.751965956,0.05852217,,-1.060896118,,,,,
ENSG00000251023,AC114980.1,0.37505253,0.349987953,,0.410529182,,,,,
ENSG00000180176,TH,0.375858624,0.359681488,,1.154055906,,,,,
ENSG00000185480,PARPBP,0.05817785,0.886395872,,-0.161797086,,,,,
ENSG00000205002,AARD,0.166219856,0.678903952,,0.419791154,,,,,
ENSG00000173198,CYSLTR1,0.186443766,0.657339671,,0.109576673,,,,,
ENSG00000231754,AL512380.1,0.143098829,0.733736884,,0.131907468,,,,,
ENSG00000081842,PCDHA6,0.403325753,0.323648137,,1.148546614,,,,,
ENSG00000248738,AC037441.1,0.186988532,0.649695953,,0.696235262,,,,,
ENSG00000143494,VASH2,0.664220741,0.114391681,,1.417068866,,,,,
ENSG00000259407,AC021739.2,0.708229847,0.075607772,,1.310448651,,,,,
ENSG00000244306,AL589743.1,0.549630903,0.190113061,,1.160883933,,,,,
ENSG00000267731,AC005332.2,-0.118391941,0.763913317,,-0.197158897,,,,,
ENSG00000106686,SPATA6L,0.125695476,0.728690236,,0.134235606,,,,,
ENSG00000247627,MTND4P12,-0.765324162,0.046767848,0.193374678,-2.576208775,,,,,
ENSG00000197261,C6orf141,0.809782142,0.039032902,,4.271850904,,,,,
ENSG00000271857,AL096865.1,0.342183767,0.407332321,,0.706993887,,,,,
ENSG00000137672,TRPC6,0.171923455,0.672084888,,-0.013904298,,,,,
ENSG00000281189,GHET1,0.381529504,0.364324069,,1.24510263,,,,,
ENSG00000070404,FSTL3,0.559204409,0.094190986,0.273860186,0.787712655,,,,,
ENSG00000163914,RHO,0.671781007,0.110308839,,1.727960583,,,,,
ENSG00000154529,CNTNAP3B,0.042932996,0.918530574,,0.107986758,,,,,
ENSG00000119547,ONECUT2,0.882200577,0.03599842,,2.309009356,,,,,
ENSG00000234646,AL049651.2,0.512088822,0.223463829,,1.296194601,,,,,
ENSG00000111247,RAD51AP1,-0.202809308,0.605029166,,-0.486731979,,,,,
ENSG00000267077,AC020663.2,-0.306656155,0.433307282,,-0.601852248,,,,,
ENSG00000092295,TGM1,0.132339295,0.731735143,,0.459752177,,,,,
ENSG00000274400,AC015967.1,0.550852307,0.185673179,,1.012351439,,,,,
ENSG00000188993,LRRC66,-0.086982867,0.823860581,,-0.267459691,,,,,
ENSG00000147082,CCNB3,0.022167365,0.952900198,,-0.142179457,,,,,
ENSG00000285918,AC092376.3,-0.641238802,0.124929834,,-1.442630662,,,,,
ENSG00000236814,AC046176.1,-0.03305377,0.935647751,,-0.196031121,,,,,
ENSG00000175274,TP53I11,0.740932491,0.058914159,0.216734523,1.24939836,,,,,
ENSG00000198821,CD247,0.181964758,0.654097479,,0.245039596,,,,,
ENSG00000229191,AL358473.1,-0.352754991,0.368636569,,-0.479272156,,,,,
ENSG00000071282,LMCD1,0.169637913,0.591470272,,0.251360581,,,,,
ENSG00000171951,SCG2,0.977716108,0.017732814,0.126249361,3.395658663,,,,,
ENSG00000230852,AL161621.1,0.62235025,0.138894462,,1.285731352,,,,,
ENSG00000233290,AL157944.1,0.581608713,0.163084789,,1.722486448,,,,,
ENSG00000250378,AC114296.1,-0.387163274,0.288625462,,-0.319598235,,,,,
ENSG00000253988,AC079015.1,0.023645556,0.955062695,,0.157578235,,,,,
ENSG00000101670,LIPG,0.119568801,0.767931129,,0.285545642,,,,,
ENSG00000157423,HYDIN,-0.579338879,0.113818124,,-0.864916052,,,,,
ENSG00000260095,AC106820.3,0.026698017,0.944887588,,-0.221792185,,,,,
ENSG00000105929,ATP6V0A4,-0.255964946,0.500410266,,-0.252550263,,,,,
ENSG00000197837,HIST4H4,0.086674307,0.833513263,,0.022766143,,,,,
ENSG00000270604,HCG17,0.190968655,0.645391809,,0.278241054,,,,,
ENSG00000231013,AC013275.1,0.383179518,0.355546776,,1.292270939,,,,,
ENSG00000146197,SCUBE3,0.173965864,0.679084378,,0.38822329,,,,,
ENSG00000105880,DLX5,0.561080585,0.182262087,,1.281820239,,,,,
ENSG00000164933,SLC25A32,0.29995429,0.471599394,,0.722521703,,,,,
ENSG00000266718,AC079336.5,0.436225795,0.287360777,,1.331539533,,,,,
ENSG00000171522,PTGER4,0.651767618,0.113287905,,1.456065617,,,,,
ENSG00000111834,RSPH4A,0.48907121,0.219615785,,0.689050788,,,,,
ENSG00000204389,HSPA1A,0.686398024,0.099964128,0.282210868,1.23733413,,,,,
ENSG00000214425,LRRC37A4P,-0.380631797,0.328280645,,-0.748106055,,,,,
ENSG00000120256,LRP11,-0.172299507,0.653054585,,-0.226879171,,,,,
ENSG00000144354,CDCA7,-0.098976822,0.788481835,,-0.101647082,,,,,
ENSG00000269139,AC010336.5,0.420088555,0.254767506,,0.958634702,,,,,
ENSG00000226981,ABHD17AP6,1.65E-04,0.999683098,,-0.138902826,,,,,
ENSG00000227252,AC105760.2,0.401625013,0.318572956,,0.585635641,,,,,
ENSG00000258279,LINC00592,-0.085832497,0.837023194,,-0.119707679,,,,,
ENSG00000254876,SUGT1P4-STRA6LP,-0.361230015,0.359169149,,-0.789032954,,,,,
ENSG00000254139,AC104051.2,-0.322247957,0.407912582,,-0.257848873,,,,,
ENSG00000129451,KLK10,-0.274665179,0.492060297,,-0.465558218,,,,,
ENSG00000164099,PRSS12,1.076622887,0.010346921,,3.204552616,,,,,
ENSG00000111452,ADGRD1,-0.195557319,0.629990084,,-0.285773554,,,,,
ENSG00000285883,AC123784.1,-1.080646704,0.005074121,,-1.69295495,,,,,
ENSG00000286198,AL606753.2,0.536708447,0.201959795,,1.313750645,,,,,
ENSG00000189292,ALKAL2,0.773190804,0.064523894,,2.139495165,,,,,
ENSG00000142959,BEST4,0.139024041,0.726612978,,0.118210284,,,,,
ENSG00000227039,ITGB2-AS1,-0.323625793,0.440853464,,-0.575083558,,,,,
ENSG00000256443,AP003559.1,0.620545323,0.127507833,,1.259369259,,,,,
ENSG00000101230,ISM1,0.580277258,0.163378035,,1.57048885,,,,,
ENSG00000247982,LINC00926,-0.460918826,0.256168718,,-0.628213344,,,,,
ENSG00000285257,AL157893.1,-0.096044174,0.810436014,,-0.315293885,,,,,
ENSG00000174353,STAG3L3,-0.15581144,0.674968282,,-0.40037227,,,,,
ENSG00000203814,HIST2H2BF,-0.201531693,0.619722029,,-0.338581098,,,,,
ENSG00000138798,EGF,-0.619794386,0.139755053,,-1.19328002,,,,,
ENSG00000184363,PKP3,-0.102816566,0.797998077,,-0.097573916,,,,,
ENSG00000164270,HTR4,0.525588146,0.20551881,,1.013149142,,,,,
ENSG00000120088,CRHR1,0.591764695,0.159173072,,2.045563006,,,,,
ENSG00000152580,IGSF10,0.645817558,0.124767418,,1.379903649,,,,,
ENSG00000223749,MIR503HG,0.151965673,0.71790466,,0.370037007,,,,,
ENSG00000088053,GP6,0.799409387,0.057381696,,2.220091534,,,,,
ENSG00000186481,ANKRD20A5P,0.788986435,0.059300751,,1.867220587,,,,,
ENSG00000205746,AC126755.1,-0.378996966,0.342969036,,-0.550674496,,,,,
ENSG00000182010,RTKN2,0.779596363,0.062496475,,1.632824613,,,,,
ENSG00000172476,RAB40A,0.181643743,0.658533557,,0.53482468,,,,,
ENSG00000272479,AC010857.1,0.332398963,0.428836672,,0.539371953,,,,,
ENSG00000167414,GNG8,0.198905441,0.611522117,0.762615217,0.410614283,,,,,
ENSG00000259823,LYPD8,-0.045519523,0.898106923,,-0.060612078,,,,,
ENSG00000179148,ALOXE3,0.473502191,0.258479372,,1.226350071,,,,,
ENSG00000125538,IL1B,0.301958464,0.47244882,,0.647366892,,,,,
ENSG00000228463,AP006222.1,0.536457144,0.195391361,,0.928343693,,,,,
ENSG00000166736,HTR3A,0.031937772,0.938793345,,-0.269326425,,,,,
ENSG00000122012,SV2C,1.111180733,0.007189407,0.09013745,3.823105985,,,,,
ENSG00000155090,KLF10,0.887868929,0.012937101,0.111414708,1.306527758,,,,,
ENSG00000254507,DEFB131E,0.448388998,0.280302499,,0.75956925,,,,,
ENSG00000064218,DMRT3,0.238396755,0.550379192,,0.688073812,,,,,
ENSG00000231187,AL356056.2,0.011372165,0.976410171,,0.018698387,,,,,
ENSG00000186081,KRT5,0.368654219,0.380223777,,0.793064801,,,,,
ENSG00000224404,Z68323.1,0.219699925,0.592778065,,0.815257264,,,,,
ENSG00000162924,REL,-0.638862374,0.121066772,,-1.096407312,,,,,
ENSG00000085999,RAD54L,-0.359889594,0.360095049,,-0.689448716,,,,,
ENSG00000284633,AL031590.1,1.049256098,0.012616143,,2.969309396,,,,,
ENSG00000138722,MMRN1,0.737429343,0.063890501,,3.47115449,,,,,
ENSG00000259158,ADAM20P1,0.185673238,0.656095631,,0.313392123,,,,,
ENSG00000163631,ALB,-0.405551209,0.32253122,,-1.122346774,,,,,
ENSG00000254827,SLC22A18AS,0.753194325,0.066364245,,1.360502393,,,,,
