gene,gene_name,BA17_THp_HA_vs_AD.l2fc,BA17_THp_HA_vs_AD.pval,BA17_THp_HA_vs_AD.padj,BA17_THp_HA_vs_AD.raw_l2fc,,,,,
ENSG00000201033,RNU1-96P,,,,,,,,,
ENSG00000232167,AC137675.1,,,,,,,,,
ENSG00000238912,RF00019,,,,,,,,,
ENSG00000223968,AC098614.1,,,,,,,,,
ENSG00000232766,AC098614.2,,,,,,,,,
ENSG00000272282,LINC02084,-0.063242328,0.766139112,0.999962927,-2.211361302,,,,,
ENSG00000163508,EOMES,0.200706176,0.494150527,0.999962927,1.077172796,,,,,
ENSG00000225548,LINC01980,-0.035806021,0.788319124,0.999962927,#NAME?,,,,,
ENSG00000229243,LINC01981,,,,,,,,,
ENSG00000235493,LINC01967,,,,,,,,,
ENSG00000283563,AC098650.1,-0.002029217,0.988507358,0.999962927,-1.439498763,,,,,
ENSG00000234048,FAM96AP1,,,,,,,,,
ENSG00000230480,AC093142.1,0.013458067,0.953351559,0.999962927,0.356234016,,,,,
ENSG00000215004,MESTP4,,,,,,,,,
ENSG00000235904,RBMS3-AS3,0.339129051,0.307953951,0.999962927,1.160566387,,,,,
ENSG00000226216,RPS12P5,,,,,,,,,
ENSG00000203506,RBMS3-AS2,,,,,,,,,
ENSG00000227795,MTND4LP9,,,,,,,,,
ENSG00000235593,RBMS3-AS1,,,,,,,,,
ENSG00000199927,RF01848,,,,,,,,,
ENSG00000281710,RF00012,,,,,,,,,
ENSG00000227260,LINC01985,,,,,,,,,
ENSG00000227549,AC116035.1,,,,,,,,,
ENSG00000224618,AC096921.1,,,,,,,,,
ENSG00000261468,AC096921.2,0.045869167,0.889539408,0.999962927,0.353656853,,,,,
ENSG00000144644,GADL1,0.150472475,0.50822431,0.999962927,1.822157828,,,,,
ENSG00000265376,MIR466,,,,,,,,,
ENSG00000213854,CNN2P6,,,,,,,,,
ENSG00000222983,RNA5SP127,,,,,,,,,
ENSG00000230111,AC115283.1,,,,,,,,,
ENSG00000227339,THRAP3P1,,,,,,,,,
ENSG00000232490,OSBPL10-AS1,,,,,,,,,
ENSG00000223965,ZNF587P1,,,,,,,,,
ENSG00000235670,RPL21P40,0.023787722,0.858427393,0.999962927,Inf,,,,,
ENSG00000201701,RF00402,,,,,,,,,
ENSG00000252398,RF00019,,,,,,,,,
ENSG00000251590,NIFKP7,,,,,,,,,
ENSG00000236732,AC094019.1,,,,,,,,,
ENSG00000237433,RPSAP11,-0.014305205,0.939594668,0.999962927,-1.365292436,,,,,
ENSG00000270377,AC097639.2,,,,,,,,,
ENSG00000234737,KRT18P15,0.012985062,0.928150964,0.999962927,-1.520301336,,,,,
ENSG00000276147,MIR548AY,0.077204637,0.774373058,0.999962927,1.526752111,,,,,
ENSG00000213849,AC104306.1,,,,,,,,,
ENSG00000226955,AC104306.2,,,,,,,,,
ENSG00000231552,IGBP1P3,,,,,,,,,
ENSG00000237676,RPL30P4,,,,,,,,,
ENSG00000251224,CNOT10-AS1,,,,,,,,,
ENSG00000213842,SUGT1P2,0.108350318,0.572920172,0.999962927,Inf,,,,,
ENSG00000227337,RPL23AP43,,,,,,,,,
ENSG00000183813,CCR4,,,,,,,,,
ENSG00000223899,SEC13P1,,,,,,,,,
ENSG00000235424,SUMO2P10,,,,,,,,,
ENSG00000275090,RN7SL296P,,,,,,,,,
ENSG00000272149,AC112211.1,0.184155629,0.53794899,0.999962927,1.05610746,,,,,
ENSG00000230119,AC123900.1,,,,,,,,,
ENSG00000252700,RNU7-110P,,,,,,,,,
ENSG00000202175,RNA5SP128,,,,,,,,,
ENSG00000238008,COX6CP10,,,,,,,,,
ENSG00000228112,AC112220.1,,,,,,,,,
ENSG00000227707,SDAD1P3,,,,,,,,,
ENSG00000226320,LINC01811,-0.042830326,0.748284686,0.999962927,#NAME?,,,,,
ENSG00000236452,AC123023.1,-0.008933431,0.946567569,0.999962927,-2.017875284,,,,,
ENSG00000227498,AC018359.1,,,,,,,,,
ENSG00000235534,FECHP1,,,,,,,,,
ENSG00000228767,KRT8P18,,,,,,,,,
ENSG00000212442,RNU6-243P,,,,,,,,,
ENSG00000230830,ARPP21-AS1,,,,,,,,,
ENSG00000207625,MIR128-2,0.018609574,0.899513338,0.999962927,0.898026052,,,,,
ENSG00000226489,AC104308.1,,,,,,,,,
ENSG00000236158,RFC3P1,,,,,,,,,
ENSG00000231382,NBPF21P,,,,,,,,,
ENSG00000201315,RN7SKP227,,,,,,,,,
ENSG00000230067,HSPD1P6,0.081358998,0.679259537,0.999962927,1.94811497,,,,,
ENSG00000279727,LINC02033,0.161065817,0.629814725,0.999962927,0.225399629,,,,,
ENSG00000234073,AC011816.1,,,,,,,,,
ENSG00000210181,RNU6ATAC4P,,,,,,,,,
ENSG00000272334,AC011816.2,0.16709831,0.583513784,0.999962927,0.829096863,,,,,
ENSG00000236165,PRADC1P1,0.084146612,0.674774031,0.999962927,2.266392236,,,,,
ENSG00000224858,RPL29P11,-0.194896602,,,-3.908147411,,,,,
ENSG00000206645,RF00019,0.001310911,0.994288359,0.999962927,-0.14219544,,,,,
ENSG00000225558,UBE2D3P2,0.011341482,0.960464389,0.999962927,-0.877858266,,,,,
ENSG00000199594,RNU6-1301P,,,,,,,,,
ENSG00000224080,UBE2FP1,-0.281317675,0.383225463,0.999962927,-1.493523947,,,,,
ENSG00000271993,AC126118.1,-0.381523549,0.171028346,0.999962927,-0.402747128,,,,,
ENSG00000231449,AC097359.1,-0.38806725,0.241355658,0.999962927,-0.742544446,,,,,
ENSG00000271653,AC097359.3,-0.123744559,0.708683777,0.999962927,-0.100864269,,,,,
ENSG00000222208,RNA5SP129,,,,,,,,,
ENSG00000198590,C3orf35,0.100322641,0.757526707,0.999962927,0.158586931,,,,,
ENSG00000239105,RNU7-73P,,,,,,,,,
ENSG00000235482,RPL21P135,-0.025053636,0.932108657,0.999962927,0.047800598,,,,,
ENSG00000236411,NDUFAF4P3,-0.070786583,0.825046073,0.999962927,-0.873712849,,,,,
ENSG00000199075,MIR26A1,,,,,,,,,
ENSG00000200579,RF00019,0.033727261,0.800701232,0.999962927,Inf,,,,,
ENSG00000231668,PPP2R2DP1,,,,,,,,,
ENSG00000201965,RF00019,,,,,,,,,
ENSG00000172940,SLC22A13,-0.296923522,0.329110013,0.999962927,-1.388578493,,,,,
ENSG00000237982,AP006193.1,,,,,,,,,
ENSG00000144671,SLC22A14,0.311505926,0.333866683,0.999962927,0.57168289,,,,,
ENSG00000199514,RNU6-235P,,,,,,,,,
ENSG00000230123,DLEC1P1,,,,,,,,,
ENSG00000207512,RF00019,,,,,,,,,
ENSG00000230683,DDTP1,,,,,,,,,
ENSG00000232439,RPL18AP7,,,,,,,,,
ENSG00000185313,SCN10A,-0.05954802,0.658206111,0.999962927,-2.958009694,,,,,
ENSG00000231243,AC116038.1,,,,,,,,,
ENSG00000206708,RNU6-1227P,,,,,,,,,
ENSG00000284158,MIR6822,0.025234026,0.866649969,0.999962927,1.215726204,,,,,
ENSG00000283849,AC092053.2,0.033236915,0.88447662,0.999962927,-0.207750976,,,,,
ENSG00000214305,RF00017,,,,,,,,,
ENSG00000168334,XIRP1,0.412938102,0.102901422,0.999962927,4.796682306,,,,,
ENSG00000215034,DSTNP4,,,,,,,,,
ENSG00000270367,AC092053.1,,,,,,,,,
ENSG00000179934,CCR8,,,,,,,,,
ENSG00000228168,HNRNPA1P21,,,,,,,,,
ENSG00000238267,AC104850.1,0.034740517,0.794880767,0.999962927,Inf,,,,,
ENSG00000223668,EEF1A1P24,0.034755529,0.864807447,0.999962927,1.813651229,,,,,
ENSG00000206760,SNORA6,,,,,,,,,
ENSG00000202363,SNORA62,,,,,,,,,
ENSG00000230757,NFU1P1,,,,,,,,,
ENSG00000201570,RNU4-56P,,,,,,,,,
ENSG00000265327,RN7SL411P,,,,,,,,,
ENSG00000202517,RF00264,,,,,,,,,
ENSG00000230274,PGAM1P3,0.203406879,0.410013787,0.999962927,1.664842264,,,,,
ENSG00000199906,RNU5B-2P,,,,,,,,,
ENSG00000234067,RPL5P10,,,,,,,,,
ENSG00000226845,EEF1GP3,,,,,,,,,
ENSG00000226302,AC122683.1,,,,,,,,,
ENSG00000229072,HMGN2P24,,,,,,,,,
ENSG00000231873,AC099560.1,,,,,,,,,
ENSG00000233096,AC099541.1,,,,,,,,,
ENSG00000233919,AC009743.1,,,,,,,,,
ENSG00000275256,MRPS31P1,,,,,,,,,
ENSG00000252409,RF00602,,,,,,,,,
ENSG00000222942,RN7SKP58,,,,,,,,,
ENSG00000223513,ATP6V0E1P2,,,,,,,,,
ENSG00000251986,RF00019,,,,,,,,,
ENSG00000212145,RF00096,,,,,,,,,
ENSG00000234270,RPL36P20,,,,,,,,,
ENSG00000235339,GEMIN2P2,,,,,,,,,
ENSG00000229339,AC093414.1,,,,,,,,,
ENSG00000234562,TPMTP2,,,,,,,,,
ENSG00000222872,RNU4-78P,0.117052509,0.643498464,0.999962927,1.391651949,,,,,
ENSG00000231280,SALL4P6,,,,,,,,,
ENSG00000229572,EIF4BP4,,,,,,,,,
ENSG00000157093,LYZL4,-0.097750101,0.739909615,0.999962927,-0.37819526,,,,,
ENSG00000235787,AC092047.1,,,,,,,,,
ENSG00000232354,VIPR1-AS1,0.029008725,0.827944135,0.999962927,Inf,,,,,
ENSG00000240203,RN7SL567P,0.070051508,0.686802039,0.999962927,Inf,,,,,
ENSG00000157119,KLHL40,0.33485421,0.301839741,0.999962927,0.890217883,,,,,
ENSG00000285539,AC006059.3,-0.030478637,0.819144025,0.999962927,#NAME?,,,,,
ENSG00000230970,HHATL-AS1,-0.244855062,0.463863596,0.999962927,-0.427469784,,,,,
ENSG00000280571,AC006059.2,-0.397756079,0.234194201,0.999962927,-0.648397271,,,,,
ENSG00000225611,LINC02158,0.027831514,0.834766874,0.999962927,Inf,,,,,
ENSG00000235288,AC099329.1,0.026018742,0.845342822,0.999962927,Inf,,,,,
ENSG00000273328,AC099329.2,-0.126907517,0.691153243,0.999962927,-0.463902536,,,,,
ENSG00000273291,AC092042.3,0.237784939,0.42408704,0.999962927,0.720797504,,,,,
ENSG00000180432,CYP8B1,,,,,,,,,
ENSG00000236459,HNRNPA1P22,,,,,,,,,
ENSG00000206552,KRBOX1-AS1,0.024248082,0.855719458,0.999962927,Inf,,,,,
ENSG00000232375,AC092042.2,0.01557985,0.906817564,0.999962927,Inf,,,,,
ENSG00000227245,AC092042.1,,,,,,,,,
ENSG00000285766,AC092042.4,-0.007392513,0.959802343,0.999962927,-0.65466282,,,,,
ENSG00000241939,RN7SL517P,,,,,,,,,
ENSG00000251811,RF00019,,,,,,,,,
ENSG00000223916,AC097638.1,-0.004644103,0.972209228,0.999962927,-0.922811329,,,,,
ENSG00000235886,AC006055.1,,,,,,,,,
ENSG00000271192,AC006058.2,-0.139557527,0.633589033,0.999962927,-0.965796643,,,,,
ENSG00000252980,RNU6-367P,,,,,,,,,
ENSG00000207954,MIR138-1,-0.007418349,0.955740528,0.999962927,-0.725739042,,,,,
ENSG00000280435,AC006058.4,,,,,,,,,
ENSG00000173769,TOPAZ1,0.078843468,0.701100987,0.999962927,1.929915966,,,,,
ENSG00000271937,AC104187.1,0.021088777,0.944540789,0.999962927,0.089678923,,,,,
ENSG00000225873,C3orf86,-0.154006484,0.627379922,0.999962927,-0.522866172,,,,,
ENSG00000283036,LINC01988,,,,,,,,,
ENSG00000178917,ZNF852,-0.13856928,0.641505729,0.999962927,-0.132021534,,,,,
ENSG00000214825,EI24P3,,,,,,,,,
ENSG00000277509,AC099669.1,,,,,,,,,
ENSG00000214820,MPRIPP1,0.013149911,0.959824358,0.999962927,0.63029909,,,,,
ENSG00000233509,ZNF197-AS1,0.327089727,0.327367587,0.999962927,0.641147241,,,,,
ENSG00000235805,SOCS5P3,,,,,,,,,
ENSG00000284498,MIR564,,,,,,,,,
ENSG00000163810,TGM4,,,,,,,,,
ENSG00000235845,AC098649.1,,,,,,,,,
ENSG00000227123,RPL12P44,,,,,,,,,
ENSG00000252410,RNU5B-3P,,,,,,,,,
ENSG00000163814,CDCP1,0.041643631,0.894452277,0.999962927,0.103702636,,,,,
ENSG00000224094,RPS24P8,0.263698601,0.397941693,0.999962927,0.880791933,,,,,
ENSG00000202268,RF00012,,,,,,,,,
ENSG00000232455,LARS2-AS1,0.035266423,0.791824025,0.999962927,Inf,,,,,
ENSG00000244357,RN7SL145P,0.10481585,0.653919433,0.999962927,1.17068632,,,,,
ENSG00000279017,AC098476.1,,,,,,,,,
ENSG00000285788,AC099782.2,-0.043103367,0.791676771,0.999962927,-0.66961378,,,,,
ENSG00000236930,AC099782.1,,,,,,,,,
ENSG00000173585,CCR9,0.145412522,0.572599896,0.999962927,1.296834613,,,,,
ENSG00000201635,RF00019,,,,,,,,,
ENSG00000172215,CXCR6,-0.119009636,0.631496271,0.999962927,-0.647682563,,,,,
ENSG00000173578,XCR1,,,,,,,,,
ENSG00000226933,NRBF2P2,,,,,,,,,
ENSG00000229515,FLT1P1,,,,,,,,,
ENSG00000183625,CCR3,0.024289315,0.855488997,0.999962927,Inf,,,,,
ENSG00000236736,UQCRC2P1,,,,,,,,,
ENSG00000121807,CCR2,0.081464517,0.790854202,0.999962927,0.448534216,,,,,
ENSG00000223552,AC098613.1,0.203310733,0.539532572,0.999962927,0.437557074,,,,,
ENSG00000121797,CCRL2,0.094858745,0.774721573,0.999962927,0.027573786,,,,,
ENSG00000163825,RTP3,,,,,,,,,
ENSG00000268324,LRRC2-AS1,,,,,,,,,
ENSG00000241186,TDGF1,-0.02508303,0.936474052,0.999962927,-0.098194486,,,,,
ENSG00000283877,AC104304.1,,,,,,,,,
ENSG00000283473,FAM240A,0.04809934,0.734372334,0.999962927,Inf,,,,,
ENSG00000251967,RF00591,,,,,,,,,
ENSG00000206549,PRSS50,0.038659361,0.772471327,0.999962927,Inf,,,,,
ENSG00000283706,PRSS50,,,,,,,,,
ENSG00000261603,PRSS46P,-0.016139738,0.916612746,0.999962927,-0.805632301,,,,,
ENSG00000188086,PRSS45,,,,,,,,,
ENSG00000284672,AC109583.3,-0.027630604,0.835962688,0.999962927,-3.895507632,,,,,
ENSG00000238013,AC109583.1,,,,,,,,,
ENSG00000226074,PRSS44,-0.001290591,0.992554532,0.999962927,1.064764677,,,,,
ENSG00000178055,PRSS42,-0.022910178,0.927459671,0.999962927,0.171149354,,,,,
ENSG00000273682,AC109583.2,-0.050323972,0.867497938,0.999962927,0.247288889,,,,,
ENSG00000236409,NRADDP,-0.027220018,0.928658601,0.999962927,-0.25674162,,,,,
ENSG00000275940,MRPL57P3,,,,,,,,,
ENSG00000239128,SNORD13P3,0.02039847,0.878324087,0.999962927,Inf,,,,,
ENSG00000276925,AC099778.2,,,,,,,,,
ENSG00000271161,BOLA2P2,,,,,,,,,
ENSG00000244732,RN7SL870P,,,,,,,,,
ENSG00000214773,AC112512.1,0.191203552,0.488913392,0.999962927,0.743440296,,,,,
ENSG00000235695,AC130472.1,,,,,,,,,
ENSG00000274420,RF02271,,,,,,,,,
ENSG00000221585,MIR1226,,,,,,,,,
ENSG00000199591,RF00019,,,,,,,,,
ENSG00000224895,VPS26BP1,0.023787722,0.858427394,0.999962927,Inf,,,,,
ENSG00000270285,AC124916.2,,,,,,,,,
ENSG00000265078,RN7SL664P,,,,,,,,,
ENSG00000236768,AC124916.1,0.033727261,0.800701232,0.999962927,Inf,,,,,
ENSG00000235627,SNRPFP4,,,,,,,,,
ENSG00000253056,RNU7-128P,,,,,,,,,
ENSG00000231884,NDUFB1P1,0.019370652,0.884395449,0.999962927,Inf,,,,,
ENSG00000265483,MIR4443,,,,,,,,,
ENSG00000164047,CAMP,0.054948507,0.813127856,0.999962927,-0.311315925,,,,,
ENSG00000229759,MRPS18AP1,,,,,,,,,
ENSG00000199476,RF00019,0.346753325,0.299690339,0.999962927,0.892091959,,,,,
ENSG00000228638,FCF1P2,,,,,,,,,
ENSG00000229453,SPINK8,0.044364197,0.894414903,0.999962927,0.197114963,,,,,
ENSG00000252466,MIR2115,,,,,,,,,
ENSG00000164049,FBXW12,0.226964989,0.490423644,0.999962927,0.523488163,,,,,
ENSG00000277483,RN7SL321P,,,,,,,,,
ENSG00000213689,TREX1,,,,,,,,,
ENSG00000278799,MIR6823,,,,,,,,,
ENSG00000145040,UCN2,-0.225996337,0.386000155,0.999962927,-1.463380369,,,,,
ENSG00000284251,MIR711,,,,,,,,,
ENSG00000183396,TMEM89,0.024401035,0.854790344,0.999962927,Inf,,,,,
ENSG00000284364,MIR6824,,,,,,,,,
ENSG00000284575,MIR4793,,,,,,,,,
ENSG00000228350,LINC02585,-0.2937654,0.269255359,0.999962927,-1.434584314,,,,,
ENSG00000271973,AC141002.1,-0.100233707,0.752653722,0.999962927,-0.288771461,,,,,
ENSG00000235236,AC137630.2,0.201100964,0.545947751,0.999962927,0.350621542,,,,,
ENSG00000223343,AC137630.1,-0.117642421,0.711802292,0.999962927,-0.313965262,,,,,
ENSG00000285416,AC137630.5,0.029448321,0.825417403,0.999962927,Inf,,,,,
ENSG00000199032,MIR425,0.01557985,0.906817564,0.999962927,Inf,,,,,
ENSG00000207605,MIR191,,,,,,,,,
ENSG00000272434,AC137630.3,-0.778804931,0.014715942,0.999962927,-1.269198742,,,,,
ENSG00000241461,RN7SL182P,,,,,,,,,
ENSG00000284488,MIR6890,,,,,,,,,
ENSG00000236980,C3orf84,,,,,,,,,
ENSG00000173421,CCDC36,0.530202478,0.09959244,0.999962927,1.558415087,,,,,
ENSG00000270538,AC121247.2,,,,,,,,,
ENSG00000225399,AC121247.1,0.167024863,0.556753638,0.999962927,1.269131876,,,,,
ENSG00000199546,RF00019,,,,,,,,,
ENSG00000264633,MIR4271,0.037912787,0.776743025,0.999962927,Inf,,,,,
ENSG00000235908,RHOA-IT1,0.065530035,0.777679865,0.999962927,-0.754452332,,,,,
ENSG00000145020,AMT,0.133480504,0.673901433,0.999962927,0.619162174,,,,,
ENSG00000283189,AC104452.1,0.18777163,0.542048058,0.999962927,0.858409541,,,,,
ENSG00000145029,NICN1,,,,,,,,,
ENSG00000201301,RNA5SP130,,,,,,,,,
ENSG00000235120,BSN-AS1,,,,,,,,,
ENSG00000259970,AC099668.1,,,,,,,,,
ENSG00000176020,AMIGO3,,,,,,,,,
ENSG00000239576,COX6CP14,,,,,,,,,
ENSG00000244730,AC139451.1,,,,,,,,,
ENSG00000187492,CDHR4,-0.659233308,0.009285914,0.999962927,-4.484457454,,,,,
ENSG00000283726,MIR5193,,,,,,,,,
ENSG00000264706,RN7SL217P,0.159651321,0.476618011,0.999962927,2.104121483,,,,,
ENSG00000234667,ACTBP13,0.017773252,0.894450171,0.999962927,0.765109295,,,,,
ENSG00000164078,MST1R,-0.309816352,0.33013486,0.999962927,-0.402935775,,,,,
ENSG00000230698,AC105935.2,,,,,,,,,
ENSG00000228008,AC105935.1,,,,,,,,,
ENSG00000281691,RBM5-AS1,,,,,,,,,
ENSG00000235016,SEMA3F-AS1,-0.321376481,0.25908907,0.999962927,-1.296357183,,,,,
ENSG00000207922,AC104450.1,,,,,,,,,
ENSG00000114349,GNAT1,-0.07240945,0.826004561,0.999962927,0.1205342,,,,,
ENSG00000275334,MIR5787,,,,,,,,,
ENSG00000213600,U73169.1,0.024489364,0.930244529,0.999962927,-0.951535889,,,,,
ENSG00000283848,MIR6872,,,,,,,,,
ENSG00000281358,RASSF1-AS1,-0.045961664,0.88924984,0.999962927,-0.13332346,,,,,
ENSG00000235058,ZMYND10-AS1,,,,,,,,,
ENSG00000272104,Z84492.2,0.010702678,0.958962882,0.999962927,0.188772459,,,,,
ENSG00000202322,RNA5SP131,,,,,,,,,
ENSG00000280382,AC096920.1,,,,,,,,,
ENSG00000272543,MIR4787,,,,,,,,,
ENSG00000228337,PPIAP69,,,,,,,,,
ENSG00000213587,AC126120.1,,,,,,,,,
ENSG00000235278,ZNF652P1,,,,,,,,,
ENSG00000240959,ST13P14,,,,,,,,,
ENSG00000221015,RNU6ATAC29P,,,,,,,,,
ENSG00000201595,RNA5SP132,,,,,,,,,
ENSG00000214686,IQCF6,,,,,,,,,
ENSG00000285749,AC097636.2,0.101899048,0.691897018,0.999962927,0.537474383,,,,,
ENSG00000224792,AC097636.1,-0.02285691,0.937477022,0.999962927,-0.263247751,,,,,
ENSG00000229972,IQCF3,0.002771731,0.983427379,0.999962927,0.127008662,,,,,
ENSG00000184345,IQCF2,,,,,,,,,
ENSG00000241789,RN7SL504P,,,,,,,,,
ENSG00000235455,IQCF5-AS1,,,,,,,,,
ENSG00000214681,IQCF5,,,,,,,,,
ENSG00000173389,IQCF1,0.023288379,0.861355053,0.999962927,Inf,,,,,
ENSG00000272762,AC115284.1,,,,,,,,,
ENSG00000114786,ABHD14A-ACY1,0.36879027,0.253129886,0.999962927,1.30551954,,,,,
ENSG00000285685,AC115284.3,0.033727261,0.800701232,0.999962927,Inf,,,,,
ENSG00000242849,ALDOAP1,0.021127325,0.874052666,0.999962927,Inf,,,,,
ENSG00000280003,AC097637.2,-0.277158706,0.397546252,0.999962927,-0.672008933,,,,,
ENSG00000239732,TLR9,-0.009226596,0.95362987,0.999962927,-0.518735391,,,,,
ENSG00000173366,AC097637.1,,,,,,,,,
ENSG00000243224,AC006252.1,0.355990942,0.248370304,0.999962927,1.888335842,,,,,
ENSG00000199150,MIRLET7G,,,,,,,,,
ENSG00000242797,GLYCTK-AS1,-0.017184307,0.897582952,0.999962927,-0.203116238,,,,,
ENSG00000207926,MIR135A1,,,,,,,,,
ENSG00000239557,AC092045.1,-0.34570326,0.290323806,0.999962927,-1.013317456,,,,,
ENSG00000114854,TNNC1,-0.018669478,0.955354043,0.999962927,0.250786065,,,,,
ENSG00000252768,RNU6-856P,0.024554237,0.853904735,0.999962927,Inf,,,,,
ENSG00000221518,RNU6ATAC16P,,,,,,,,,
ENSG00000280904,RF01183,,,,,,,,,
ENSG00000252787,RF00569,,,,,,,,,
ENSG00000212493,SNORD19,-0.030478637,0.819144025,0.999962927,#NAME?,,,,,
ENSG00000238862,SNORD19B,,,,,,,,,
ENSG00000222345,SNORD19C,0.034201115,0.893033112,0.999962927,0.311961125,,,,,
ENSG00000212452,SNORD69,0.034756938,0.795514423,0.999962927,Inf,,,,,
ENSG00000275956,AC104446.1,0.01557985,0.906817564,0.999962927,Inf,,,,,
ENSG00000270941,AC006254.2,,,,,,,,,
ENSG00000271137,AC006254.3,,,,,,,,,
ENSG00000055957,ITIH1,0.011258731,0.953451159,0.999962927,0.894318827,,,,,
ENSG00000162267,ITIH3,0.024010122,0.939631513,0.999962927,0.246276132,,,,,
ENSG00000055955,ITIH4,-0.215353036,0.504620506,0.999962927,-0.450022883,,,,,
ENSG00000239799,ITIH4-AS1,,,,,,,,,
ENSG00000272573,MUSTN1,-0.034665862,0.881339801,0.999962927,-0.41847941,,,,,
ENSG00000248592,TMEM110-MUSTN1,-0.003612992,0.991339674,0.999962927,-0.083833291,,,,,
ENSG00000275789,MIR8064,0.019396898,0.884232702,0.999962927,Inf,,,,,
ENSG00000279144,AC099667.1,0.025621779,0.90471418,0.999962927,0.235291618,,,,,
ENSG00000280417,AC096887.2,0.144642237,0.663754671,0.999962927,0.421820787,,,,,
ENSG00000274967,RF00019,,,,,,,,,
ENSG00000207109,SNORD38C,,,,,,,,,
ENSG00000212608,RF00568,,,,,,,,,
ENSG00000227224,AC092035.1,,,,,,,,,
ENSG00000251987,RF00154,,,,,,,,,
ENSG00000271916,AC012467.1,0.101974638,0.657270245,0.999962927,1.817195267,,,,,
ENSG00000242983,CABYRP1,,,,,,,,,
ENSG00000229806,RPS15P5,0.215070446,0.519906379,0.999962927,0.457247199,,,,,
ENSG00000265992,ESRG,,,,,,,,,
ENSG00000243715,CACNA2D3-AS1,,,,,,,,,
ENSG00000144771,LRTM1,-0.316208423,0.249331137,0.999962927,-1.823353278,,,,,
ENSG00000239991,AC092059.1,,,,,,,,,
ENSG00000243572,LINC02017,,,,,,,,,
ENSG00000240708,LINC02030,,,,,,,,,
ENSG00000242568,AC121764.2,,,,,,,,,
ENSG00000242775,AC121764.3,,,,,,,,,
ENSG00000244586,WNT5A-AS1,-0.028334246,0.888569049,0.999962927,0.495019479,,,,,
ENSG00000242317,AC121764.1,,,,,,,,,
ENSG00000240777,AC025572.1,,,,,,,,,
ENSG00000281708,ERC2-IT1,0.300364177,0.244115054,0.999962927,3.392526503,,,,,
ENSG00000264013,MIR3938,0.030106708,0.821600494,0.999962927,Inf,,,,,
ENSG00000200379,RN7SKP45,,,,,,,,,
ENSG00000200238,RNA5SP133,,,,,,,,,
ENSG00000240198,ARHGEF3-AS1,,,,,,,,,
ENSG00000186451,SPATA12,0.042381671,0.751348196,0.999962927,Inf,,,,,
ENSG00000272202,AC097358.2,0.061457833,0.804405001,0.999962927,1.493352639,,,,,
ENSG00000229863,AC097358.1,,,,,,,,,
ENSG00000163666,HESX1,0.948074595,0.003412332,0.811395218,1.841229225,,,,,
ENSG00000239388,ASB14,0.165388128,0.431032269,0.999962927,Inf,,,,,
ENSG00000174844,DNAH12,-1.167699677,4.43E-04,0.394565942,-2.081321216,,,,,
ENSG00000212392,RF00019,,,,,,,,,
ENSG00000206918,RNU6-1181P,,,,,,,,,
ENSG00000239831,RNF7P1,0.004787512,0.972827058,0.999962927,0.071679443,,,,,
ENSG00000237186,AC092418.1,,,,,,,,,
ENSG00000202428,RNU6-108P,,,,,,,,,
ENSG00000206815,RNU6-483P,,,,,,,,,
ENSG00000210841,RNU6ATAC26P,,,,,,,,,
ENSG00000239801,DENND6A-AS1,0.12462583,0.583001796,0.999962927,1.180100438,,,,,
ENSG00000241933,DENND6A-DT,,,,,,,,,
ENSG00000270772,PDHA1P1,,,,,,,,,
ENSG00000213509,PPIAP16,,,,,,,,,
ENSG00000244161,FLNB-AS1,0.023787722,0.858427394,0.999962927,Inf,,,,,
ENSG00000283148,AC137936.1,,,,,,,,,
ENSG00000283511,AC137936.2,-0.253918627,0.427428518,0.999962927,-0.705414276,,,,,
ENSG00000163687,DNASE1L3,0.245119089,0.395630994,0.999962927,0.881660782,,,,,
ENSG00000255154,HTD2,0.04123733,0.757803756,0.999962927,Inf,,,,,
ENSG00000273493,AC098479.1,0.016226333,0.960571107,0.999962927,0.04809107,,,,,
ENSG00000275607,AC135507.2,,,,,,,,,
ENSG00000272360,AC116036.2,-0.167405317,0.578375077,0.999962927,-0.48245721,,,,,
ENSG00000236722,AC116036.1,,,,,,,,,
ENSG00000243384,AC119424.1,-0.12735724,0.647445272,0.999962927,-0.919078739,,,,,
ENSG00000244383,FAM3D-AS1,0.393559652,0.226808635,0.999962927,1.064896753,,,,,
ENSG00000198643,FAM3D,0.236403577,0.261728258,0.999962927,4.873698265,,,,,
ENSG00000243295,AC114400.1,0.002542801,0.984796967,0.999962927,0.997854017,,,,,
ENSG00000243903,AC138057.1,,,,,,,,,
ENSG00000242545,AC126121.2,,,,,,,,,
ENSG00000241804,AC126121.1,,,,,,,,,
ENSG00000277592,RF00017,,,,,,,,,
ENSG00000240097,AC104164.2,,,,,,,,,
ENSG00000281426,MIR548BB,,,,,,,,,
ENSG00000232407,PPIAP70,,,,,,,,,
ENSG00000225673,AC104164.1,,,,,,,,,
ENSG00000244183,PPIAP71,0.040458623,0.840834743,0.999962927,1.064742405,,,,,
ENSG00000212211,RF00012,,,,,,,,,
ENSG00000252420,RF00019,,,,,,,,,
ENSG00000226360,RPL10AP6,0.24981936,0.445514295,0.999962927,0.410551945,,,,,
ENSG00000252184,RNU2-10P,,,,,,,,,
ENSG00000237456,AC104849.1,,,,,,,,,
ENSG00000225662,AC012519.1,,,,,,,,,
ENSG00000244632,RN7SL863P,,,,,,,,,
ENSG00000252449,RNU6-139P,,,,,,,,,
