gene,gene_name,BA20_THp_HA_vs_AD.l2fc,BA20_THp_HA_vs_AD.pval,BA20_THp_HA_vs_AD.padj,BA20_THp_HA_vs_AD.raw_l2fc,,,,,
ENSG00000154438,ASZ1,,,,,,,,,
ENSG00000214684,AC003045.1,,,,,,,,,
ENSG00000001626,CFTR,-0.647088942,0.114512186,,-1.036715354,,,,,
ENSG00000237974,AC000111.2,,,,,,,,,
ENSG00000232661,CFTR-AS1,,,,,,,,,
ENSG00000234001,AC000111.1,,,,,,,,,
ENSG00000083622,AC000061.1,,,,,,,,,
ENSG00000224136,AC007568.1,,,,,,,,,
ENSG00000234826,AC003084.1,-0.016712548,0.944214158,,1.076248921,,,,,
ENSG00000106013,ANKRD7,1.023022022,0.014395815,,2.697303717,,,,,
ENSG00000229982,GTF3AP6,,,,,,,,,
ENSG00000230520,AC092098.1,,,,,,,,,
ENSG00000270516,AC079791.1,,,,,,,,,
ENSG00000225546,LINC02476,,,,,,,,,
ENSG00000271739,RNU1-29P,,,,,,,,,
ENSG00000233417,AC004872.1,,,,,,,,,
ENSG00000233969,AC004946.1,,,,,,,,,
ENSG00000252023,RNU6-581P,,,,,,,,,
ENSG00000231295,AC004888.1,,,,,,,,,
ENSG00000202225,RNA5SP240,,,,,,,,,
ENSG00000234927,HMGN1P18,,,,,,,,,
ENSG00000212628,RNA5SP241,,,,,,,,,
ENSG00000207090,RNU6-517P,,,,,,,,,
ENSG00000213310,CYCSP19,,,,,,,,,
ENSG00000227371,AC074085.1,,,,,,,,,
ENSG00000234985,AC074085.2,,,,,,,,,
ENSG00000227743,AC004875.1,0.242245317,0.524550001,,1.621193243,,,,,
ENSG00000252704,RN7SKP277,,,,,,,,,
ENSG00000233272,PNPT1P2,0.002135016,0.991618052,,Inf,,,,,
ENSG00000252003,RNU7-154P,,,,,,,,,
ENSG00000226636,AC006020.1,-0.087648875,0.826109188,,-0.02377813,,,,,
ENSG00000234418,AC015983.2,0.743152029,0.07129535,,1.243205783,,,,,
ENSG00000213302,AC015983.1,-0.031486195,0.933888465,,-0.095697633,,,,,
ENSG00000128610,FEZF1,0.452770847,0.268588646,,1.520055385,,,,,
ENSG00000240499,AC004594.1,-0.310166644,0.392715154,,-0.968285024,,,,,
ENSG00000225795,AC006463.1,,,,,,,,,
ENSG00000235459,RPS26P31,-0.580368617,0.149267538,,-1.742810559,,,,,
ENSG00000188050,RNF133,0.231861547,0.501775332,,3.679896335,,,,,
ENSG00000235631,RNF148,-0.00155479,0.996495433,,1.054956761,,,,,
ENSG00000227573,AC004986.1,,,,,,,,,
ENSG00000128519,TAS2R16,,,,,,,,,
ENSG00000226680,AC073311.1,,,,,,,,,
ENSG00000081800,SLC13A1,-0.047073193,0.816815462,,-1.47688739,,,,,
ENSG00000223595,LYPLA1P1,,,,,,,,,
ENSG00000164675,IQUB,0.357058751,0.361158516,,0.795260824,,,,,
ENSG00000232524,AC073323.1,,,,,,,,,
ENSG00000207338,RNU6-296P,,,,,,,,,
ENSG00000146809,ASB15,,,,,,,,,
ENSG00000230442,AC006333.1,,,,,,,,,
ENSG00000170807,LMOD2,-0.004640518,0.981781004,,Inf,,,,,
ENSG00000201104,RNU6-11P,,,,,,,,,
ENSG00000228211,HYAL6P,,,,,,,,,
ENSG00000106302,HYAL4,,,,,,,,,
ENSG00000106304,SPAM1,,,,,,,,,
ENSG00000225583,AC004690.1,,,,,,,,,
ENSG00000243574,AC006148.2,-0.138280166,0.61811412,,-2.913910794,,,,,
ENSG00000241324,AC004930.1,,,,,,,,,
ENSG00000230268,SSU72P8,,,,,,,,,
ENSG00000213296,AC005521.1,,,,,,,,,
ENSG00000207214,RNU6-102P,,,,,,,,,
ENSG00000275356,C7orf77,-0.064072119,0.806644918,,-1.97411078,,,,,
ENSG00000186676,EEF1GP1,-0.463964682,0.245874187,,-1.348219772,,,,,
ENSG00000224899,AC019155.3,,,,,,,,,
ENSG00000205898,AC019155.1,,,,,,,,,
ENSG00000219445,AC019155.2,,,,,,,,,
ENSG00000213291,AC010099.1,,,,,,,,,
ENSG00000234071,AC010099.3,,,,,,,,,
ENSG00000227847,AC010099.2,0.001638492,0.993567301,,Inf,,,,,
ENSG00000197462,AC003975.1,,,,,,,,,
ENSG00000241921,AC000372.1,,,,,,,,,
ENSG00000227249,AC000374.1,,,,,,,,,
ENSG00000224981,AC000367.1,-0.004408203,0.98269299,,Inf,,,,,
ENSG00000230820,AC000362.1,,,,,,,,,
ENSG00000207692,MIR592,,,,,,,,,
ENSG00000236340,AC000099.1,,,,,,,,,
ENSG00000236105,PRELID3BP10,,,,,,,,,
ENSG00000279265,AC000123.2,-0.500807091,0.158163561,,-0.735648016,,,,,
ENSG00000224138,AC000123.1,,,,,,,,,
ENSG00000280347,AC000123.3,-0.737075281,0.027559147,,-1.071124723,,,,,
ENSG00000226770,AC000124.1,,,,,,,,,
ENSG00000106328,FSCN3,0.194375875,0.630007999,,0.76881959,,,,,
ENSG00000106331,PAX4,,,,,,,,,
ENSG00000240790,AC073934.1,,,,,,,,,
ENSG00000240579,AC006529.1,,,,,,,,,
ENSG00000279078,SND1-IT1,0.239193988,0.497412275,,3.71332693,,,,,
ENSG00000207588,MIR593,,,,,,,,,
ENSG00000207705,MIR129-1,,,,,,,,,
ENSG00000174697,LEP,,,,,,,,,
ENSG00000272915,AC018635.2,0.559919816,0.176713412,,1.392423757,,,,,
ENSG00000242261,AC018635.1,,,,,,,,,
ENSG00000238750,RNU7-27P,,,,,,,,,
ENSG00000228700,AC010655.1,,,,,,,,,
ENSG00000238590,RNU7-54P,,,,,,,,,
ENSG00000273184,AC010655.4,0.001638492,0.993567301,,Inf,,,,,
ENSG00000240758,AC010655.2,0.001683747,0.993389643,,Inf,,,,,
ENSG00000272601,AC010655.3,,,,,,,,,
ENSG00000276988,RF00017,,,,,,,,,
ENSG00000280828,AC090114.3,0.15676396,0.70321513,,0.25673394,,,,,
ENSG00000213280,AC090114.1,0.293442445,0.482720989,,0.583972749,,,,,
ENSG00000281896,AC018638.8,,,,,,,,,
ENSG00000223189,RNU6-177P,,,,,,,,,
ENSG00000229413,AC018638.1,,,,,,,,,
ENSG00000281490,CICP14,0.002135016,0.991618052,,Inf,,,,,
ENSG00000271553,AC018638.7,-0.348573009,0.231133133,,-0.422669843,,,,,
ENSG00000241493,AC018638.3,,,,,,,,,
ENSG00000239722,IMP3P2,,,,,,,,,
ENSG00000201041,RNA5SP242,,,,,,,,,
ENSG00000252866,RNA5SP243,,,,,,,,,
ENSG00000135248,FAM71F1,0.025832468,0.950205267,,0.093038964,,,,,
ENSG00000244218,RN7SL81P,,,,,,,,,
ENSG00000128617,OPN1SW,-0.282146369,0.404199712,,-1.490527291,,,,,
ENSG00000242902,FLNC-AS1,,,,,,,,,
ENSG00000135253,KCP,0.466781554,0.227659027,,0.81835951,,,,,
ENSG00000224163,AC025594.1,,,,,,,,,
ENSG00000275106,AC025594.2,-0.104369868,0.783079955,,-0.270791089,,,,,
ENSG00000242241,RN7SL306P,,,,,,,,,
ENSG00000244556,ODCP,,,,,,,,,
ENSG00000242162,AC018639.1,,,,,,,,,
ENSG00000241102,AC011005.2,,,,,,,,,
ENSG00000241573,AC011005.3,,,,,,,,,
ENSG00000240416,CYCSP20,,,,,,,,,
ENSG00000230626,AC011005.1,-0.133720703,0.749117972,,-0.101413825,,,,,
ENSG00000200629,RNY1P11,0.001638492,0.993567301,,Inf,,,,,
ENSG00000243230,AC011005.4,,,,,,,,,
ENSG00000238072,AC009244.1,-0.356693203,0.393333416,,-0.937656092,,,,,
ENSG00000239919,SNRPGP3,,,,,,,,,
ENSG00000199846,RNU1-72P,,,,,,,,,
ENSG00000212238,RNA5SP244,,,,,,,,,
ENSG00000207990,MIR182,,,,,,,,,
ENSG00000199158,MIR96,,,,,,,,,
ENSG00000207691,MIR183,,,,,,,,,
ENSG00000242078,AC084864.1,,,,,,,,,
ENSG00000244036,AC073320.1,-0.117905473,0.594506291,,-2.050672982,,,,,
ENSG00000199516,RF00019,,,,,,,,,
ENSG00000201109,RNA5SP245,,,,,,,,,
ENSG00000229196,AC087071.1,0.757501303,0.059680087,,3.299107469,,,,,
ENSG00000240571,AC087071.2,,,,,,,,,
ENSG00000165120,SSMEM1,-0.075298842,0.711362745,,-3.523812145,,,,,
ENSG00000270992,AC024085.1,,,,,,,,,
ENSG00000158516,CPA2,-0.696532367,0.081375208,,-1.020009513,,,,,
ENSG00000128510,CPA4,-0.305743735,0.422636716,,-0.573543527,,,,,
ENSG00000158525,CPA5,0.234610587,0.570124962,,1.044145716,,,,,
ENSG00000091704,CPA1,0.207323664,0.610571333,,1.183704575,,,,,
ENSG00000277269,RF02148,,,,,,,,,
ENSG00000278055,RF02149,,,,,,,,,
ENSG00000274500,RF02150,,,,,,,,,
ENSG00000270823,AC007938.2,0.244419553,0.440202527,,Inf,,,,,
ENSG00000199043,MIR335,,,,,,,,,
ENSG00000239021,RNA5SP246,,,,,,,,,
ENSG00000226045,AC234644.1,,,,,,,,,
ENSG00000213265,TSGA13,,,,,,,,,
ENSG00000266265,KLF14,,,,,,,,,
ENSG00000271522,AC016831.6,,,,,,,,,
ENSG00000229858,AC016831.2,0.217821876,0.510449993,,2.415350323,,,,,
ENSG00000240680,AC016831.4,0.019164304,0.924949025,,Inf,,,,,
ENSG00000232716,AC016831.3,0.053057575,0.795088997,,Inf,,,,,
ENSG00000233559,LINC00513,0.246860259,0.417352525,,3.659768969,,,,,
ENSG00000284032,MIR29A,,,,,,,,,
ENSG00000283797,MIR29B1,,,,,,,,,
ENSG00000271204,AC016831.5,0.766001485,0.066157276,,1.604383836,,,,,
ENSG00000273319,AC058791.1,-0.043673028,0.829845321,,-0.678419828,,,,,
ENSG00000199627,RNU6-1010P,0.234502394,0.574717852,,0.714818185,,,,,
ENSG00000233287,AC009362.1,,,,,,,,,
ENSG00000273489,AC008264.2,0.578669371,0.151134407,,0.961169504,,,,,
ENSG00000224545,AC008264.1,,,,,,,,,
ENSG00000236238,AC093106.1,,,,,,,,,
ENSG00000236395,AC093106.2,,,,,,,,,
ENSG00000236281,NDUFB9P2,,,,,,,,,
ENSG00000233263,AC009518.2,,,,,,,,,
ENSG00000236386,AC009518.3,,,,,,,,,
ENSG00000224865,AC009518.1,-0.117162833,0.564782117,,#NAME?,,,,,
ENSG00000229532,AC105443.1,,,,,,,,,
ENSG00000225144,AC018643.1,,,,,,,,,
ENSG00000223436,AC011625.1,,,,,,,,,
ENSG00000183470,AC009365.1,0.002135016,0.991618052,,Inf,,,,,
ENSG00000201009,RF00218,,,,,,,,,
ENSG00000225881,AC009365.2,-0.043673028,0.829845321,,-0.661250066,,,,,
ENSG00000227197,AC009365.3,,,,,,,,,
ENSG00000284135,MIR3654,,,,,,,,,
ENSG00000272393,RNU6-92P,,,,,,,,,
ENSG00000237821,AC083873.1,-0.025495665,0.951158563,,-0.352356723,,,,,
ENSG00000276137,MIR6133,,,,,,,,,
ENSG00000235429,AC083875.1,,,,,,,,,
ENSG00000235967,COX5BP3,,,,,,,,,
ENSG00000226205,AC007790.1,,,,,,,,,
ENSG00000155530,LRGUK,0.409132775,0.327801794,,0.918658602,,,,,
ENSG00000231098,AC008154.2,-0.001558995,0.993879091,,Inf,,,,,
ENSG00000229177,AC008154.1,,,,,,,,,
ENSG00000273297,AC009275.1,0.220924208,0.59087272,,0.511636454,,,,,
ENSG00000198074,AKR1B10,-0.026672711,0.895689612,,-2.52891787,,,,,
ENSG00000227471,AKR1B15,0.002135016,0.991618052,,Inf,,,,,
ENSG00000224375,AC009276.1,,,,,,,,,
ENSG00000230101,TUBB3P2,,,,,,,,,
ENSG00000223500,AC083862.1,0.437707177,0.290190953,,1.180933637,,,,,
ENSG00000231794,AC009542.1,,,,,,,,,
ENSG00000277138,MIR6509,,,,,,,,,
ENSG00000146857,STRA8,-0.271365355,0.492412817,,-1.143344205,,,,,
ENSG00000276067,AC009542.2,0.053879457,0.822698155,,Inf,,,,,
ENSG00000227073,SDHDP2,,,,,,,,,
ENSG00000271414,AC093107.2,0.082532773,0.811131331,,0.549919724,,,,,
ENSG00000223718,AC093107.1,0.100351873,0.718092333,,0.288703998,,,,,
ENSG00000212303,RNU6-1154P,,,,,,,,,
ENSG00000273219,AC091736.1,0.628369004,0.12492769,,1.311665591,,,,,
ENSG00000189320,FAM180A,-0.072902987,0.840988883,,-0.164245856,,,,,
ENSG00000224746,AC015987.1,-0.043673026,0.829845327,,-0.30239607,,,,,
ENSG00000267697,LUZP6,,,,,,,,,
ENSG00000199700,RNU6-223P,,,,,,,,,
ENSG00000230649,AC024084.1,,,,,,,,,
ENSG00000232053,AC078845.1,0.045772122,0.848887742,,Inf,,,,,
ENSG00000206705,RF00019,,,,,,,,,
ENSG00000236503,AC009784.1,,,,,,,,,
ENSG00000226066,AC009541.1,,,,,,,,,
ENSG00000234352,AC009264.1,-0.001624529,0.993621788,,Inf,,,,,
ENSG00000231244,PSMC1P3,,,,,,,,,
ENSG00000207597,MIR490,-0.043885234,0.82903067,,-0.608513414,,,,,
ENSG00000223657,KRT8P51,,,,,,,,,
ENSG00000224469,AC009517.1,,,,,,,,,
ENSG00000202023,RF00136,,,,,,,,,
ENSG00000231114,AC078842.2,-0.055028503,0.805034197,,0.306379258,,,,,
ENSG00000228031,AC078842.1,-0.147622942,0.723713384,,-0.133006637,,,,,
ENSG00000230383,AC009245.1,0.221201714,0.589548191,,0.892490209,,,,,
ENSG00000237243,AC022173.1,,,,,,,,,
ENSG00000122787,AKR1D1,,,,,,,,,
ENSG00000234639,AC009263.1,,,,,,,,,
ENSG00000231923,AC024082.1,,,,,,,,,
ENSG00000231931,AC024082.2,,,,,,,,,
ENSG00000222514,RN7SKP223,,,,,,,,,
ENSG00000233951,RCC2P3,,,,,,,,,
ENSG00000284028,MIR4468,,,,,,,,,
ENSG00000225559,AC083867.1,-0.032969063,0.871210865,,-1.711395515,,,,,
ENSG00000252820,RF00019,0.060874132,0.811528902,,2.277099744,,,,,
ENSG00000201465,RF00432,,,,,,,,,
ENSG00000213238,AC008155.1,,,,,,,,,
ENSG00000213237,PTMAP10,-0.155461033,0.534370806,,-3.276406111,,,,,
ENSG00000214815,IMPDH1P3,,,,,,,,,
ENSG00000234995,AC013429.2,,,,,,,,,
ENSG00000157703,SVOPL,-0.863805604,0.032139453,,-1.544817434,,,,,
ENSG00000252188,RF00561,,,,,,,,,
ENSG00000234658,AC013429.1,,,,,,,,,
ENSG00000243099,AC020983.1,,,,,,,,,
ENSG00000223721,UQCRFS1P2,,,,,,,,,
ENSG00000214128,TMEM213,0.001740482,0.993166918,,Inf,,,,,
ENSG00000199646,RNU6-1272P,,,,,,,,,
ENSG00000146858,ZC3HAV1L,0.289269976,0.488703453,,0.731166375,,,,,
ENSG00000229677,AC018644.1,,,,,,,,,
ENSG00000239254,AC009220.2,,,,,,,,,
ENSG00000271537,AC009220.3,,,,,,,,,
ENSG00000228360,AC009220.1,0.690426618,0.076327964,,1.284838457,,,,,
ENSG00000271404,MZT1P2,,,,,,,,,
ENSG00000206843,RNU6-206P,,,,,,,,,
ENSG00000269955,FMC1-LUC7L2,-0.030927395,0.879144018,,0.018652142,,,,,
ENSG00000252332,RNU6-911P,,,,,,,,,
ENSG00000188883,KLRG2,-0.026664026,0.895768942,,-2.425117414,,,,,
ENSG00000253183,AC005531.1,,,,,,,,,
ENSG00000254270,ERHP1,0.072307111,0.79497611,,Inf,,,,,
ENSG00000251728,RF00019,0.010583607,0.958475526,,Inf,,,,,
ENSG00000199971,RNU6-797P,,,,,,,,,
ENSG00000199283,RNU1-58P,,,,,,,,,
ENSG00000270512,AC005377.1,,,,,,,,,
ENSG00000241661,PPP1R2P6,,,,,,,,,
ENSG00000223113,RNA5SP247,,,,,,,,,
ENSG00000202472,RNA5SP248,,,,,,,,,
ENSG00000146955,RAB19,,,,,,,,,
ENSG00000103200,AC069335.1,,,,,,,,,
ENSG00000201354,RF00019,,,,,,,,,
ENSG00000285904,AC006452.1,-0.441889863,0.284554637,,-1.063232526,,,,,
ENSG00000240173,RN7SL771P,-0.0307491,0.879819825,,0.206497274,,,,,
ENSG00000271932,RNU6-85P,,,,,,,,,
ENSG00000271611,AC006006.1,,,,,,,,,
ENSG00000242703,CCT4P1,,,,,,,,,
ENSG00000223212,RNU4-74P,,,,,,,,,
ENSG00000261778,AC006362.1,,,,,,,,,
ENSG00000261624,NDUFB10P2,0.001683747,0.993389643,,Inf,,,,,
ENSG00000285841,AC005692.3,-0.009182733,0.979899729,,0.36621775,,,,,
ENSG00000204990,AC005692.1,,,,,,,,,
ENSG00000261629,AC005692.2,,,,,,,,,
ENSG00000261797,AC073878.2,-0.373176612,0.362233576,,-0.866362151,,,,,
ENSG00000261570,AC073878.1,-0.044619283,0.914899685,,0.338848408,,,,,
ENSG00000214102,WEE2,-0.075949221,0.85348671,,-0.016498639,,,,,
ENSG00000212153,RNU1-82P,,,,,,,,,
ENSG00000127362,TAS2R3,-0.004247992,0.990333001,,-0.053936757,,,,,
ENSG00000270923,TAS2R6P,-0.137831792,0.674142046,,-0.922990068,,,,,
ENSG00000127366,TAS2R5,-0.155547304,0.702975273,,-0.511334826,,,,,
ENSG00000241926,MTCO1P55,,,,,,,,,
ENSG00000224354,MTND2P5,,,,,,,,,
ENSG00000239648,MTND1P3,,,,,,,,,
ENSG00000240677,MYL6P4,,,,,,,,,
ENSG00000165076,PRSS37,,,,,,,,,
ENSG00000240031,OR9A3P,-0.00161214,0.993670431,,Inf,,,,,
ENSG00000237621,OR9A1P,,,,,,,,,
ENSG00000257335,MGAM,0.160378522,0.671100196,,0.035887662,,,,,
ENSG00000244292,OR9N1P,-0.341645977,0.316550706,,-1.258889153,,,,,
ENSG00000258083,OR9A4,,,,,,,,,
ENSG00000257138,TAS2R38,,,,,,,,,
ENSG00000257743,MGAM2,-0.013795846,0.966748931,,1.517691127,,,,,
ENSG00000240268,MOXD2P,,,,,,,,,
ENSG00000258223,PRSS58,,,,,,,,,
ENSG00000186163,AC245088.1,0.03962738,0.846040803,,Inf,,,,,
ENSG00000241881,AC245088.2,,,,,,,,,
ENSG00000277083,PRSS3P3,,,,,,,,,
ENSG00000242736,TRBV1,,,,,,,,,
ENSG00000226660,TRBV2,0.043755945,0.830326742,,Inf,,,,,
ENSG00000237702,TRBV3-1,,,,,,,,,
ENSG00000211710,TRBV4-1,,,,,,,,,
ENSG00000211734,TRBV5-1,,,,,,,,,
ENSG00000211706,TRBV6-1,,,,,,,,,
ENSG00000211707,TRBV7-1,-0.137158465,0.606721624,,-1.56631851,,,,,
ENSG00000211745,TRBV4-2,-0.089480685,0.659708637,,#NAME?,,,,,
ENSG00000283063,TRBV6-2,,,,,,,,,
ENSG00000282939,TRBV7-2,-0.035846823,0.867679749,,-0.079663164,,,,,
ENSG00000243889,TRBV8-1,,,,,,,,,
ENSG00000242771,TRBV5-2,,,,,,,,,
ENSG00000211713,TRBV6-4,,,,,,,,,
ENSG00000211714,TRBV7-3,,,,,,,,,
ENSG00000239944,TRBV8-2,0.015496673,0.939276538,,Inf,,,,,
ENSG00000211715,TRBV5-3,,,,,,,,,
ENSG00000211716,TRBV9,-0.071201485,0.726382272,,-2.102924892,,,,,
ENSG00000211717,TRBV10-1,,,,,,,,,
ENSG00000211720,TRBV11-1,,,,,,,,,
ENSG00000244661,TRBV12-1,,,,,,,,,
ENSG00000229769,TRBV10-2,,,,,,,,,
ENSG00000241657,TRBV11-2,,,,,,,,,
ENSG00000211739,TRBV12-2,,,,,,,,,
ENSG00000211721,TRBV6-5,,,,,,,,,
ENSG00000253409,TRBV7-4,,,,,,,,,
ENSG00000230099,TRBV5-4,,,,,,,,,
ENSG00000211724,TRBV6-6,,,,,,,,,
ENSG00000227550,TRBV7-5,,,,,,,,,
ENSG00000211725,TRBV5-5,,,,,,,,,
ENSG00000253188,TRBV6-7,,,,,,,,,
ENSG00000211727,TRBV7-6,,,,,,,,,
ENSG00000211728,TRBV5-6,,,,,,,,,
ENSG00000253534,TRBV6-8,,,,,,,,,
ENSG00000253291,TRBV7-7,,,,,,,,,
ENSG00000211731,TRBV5-7,,,,,,,,,
ENSG00000278030,TRBV7-9,-0.440361913,0.159749068,,-4.076092233,,,,,
ENSG00000276405,TRBV13,,,,,,,,,
ENSG00000275791,TRBV10-3,,,,,,,,,
ENSG00000276597,TRBV11-3,,,,,,,,,
ENSG00000274752,TRBV12-3,,,,,,,,,
ENSG00000276953,TRBV12-4,,,,,,,,,
ENSG00000275158,TRBV12-5,,,,,,,,,
ENSG00000275743,TRBV14,,,,,,,,,
ENSG00000276819,TRBV15,,,,,,,,,
ENSG00000275243,TRBV16,,,,,,,,,
ENSG00000277880,TRBV17,,,,,,,,,
ENSG00000276557,TRBV18,,,,,,,,,
ENSG00000211746,TRBV19,-0.022830094,0.914899027,,0.290915639,,,,,
ENSG00000211747,TRBV20-1,-0.129911324,0.649973542,,-1.487442617,,,,,
ENSG00000251578,TRBV21-1,,,,,,,,,
ENSG00000240578,TRBV22-1,,,,,,,,,
ENSG00000211749,TRBV23-1,,,,,,,,,
ENSG00000211750,TRBV24-1,0.002135016,0.991618052,,Inf,,,,,
ENSG00000282499,TRBV25-1,0.002135016,0.991618052,,Inf,,,,,
ENSG00000239992,TRBVA,,,,,,,,,
ENSG00000249912,TRBV26,,,,,,,,,
ENSG00000241911,TRBVB,,,,,,,,,
ENSG00000211752,TRBV27,0.07280059,0.771648534,,Inf,,,,,
ENSG00000211753,TRBV28,0.001922605,0.992451917,,Inf,,,,,
ENSG00000244273,PGBD4P1,,,,,,,,,
ENSG00000232869,TRBV29-1,-0.112162125,0.593463998,,-4.131295225,,,,,
ENSG00000204983,PRSS1,,,,,,,,,
ENSG00000275896,PRSS2,,,,,,,,,
ENSG00000250591,PRSS3P1,,,,,,,,,
ENSG00000243661,WBP1LP1,,,,,,,,,
ENSG00000282431,TRBD1,,,,,,,,,
ENSG00000282320,TRBJ1-1,,,,,,,,,
ENSG00000282420,TRBJ1-2,,,,,,,,,
ENSG00000282133,TRBJ1-3,,,,,,,,,
ENSG00000281958,TRBJ1-4,,,,,,,,,
ENSG00000282173,TRBJ1-5,0.001922605,0.992451917,,Inf,,,,,
ENSG00000282780,TRBJ1-6,,,,,,,,,
ENSG00000211751,TRBC1,-0.223947316,0.585366999,,-0.433868736,,,,,
ENSG00000211764,TRBJ2-1,0.036589501,0.857620502,,Inf,,,,,
ENSG00000211765,TRBJ2-2,,,,,,,,,
ENSG00000211766,TRBJ2-2P,0.002135025,0.99161802,,Inf,,,,,
ENSG00000211767,TRBJ2-3,0.058979427,0.842535459,,0.699036023,,,,,
ENSG00000211768,TRBJ2-4,,,,,,,,,
ENSG00000211769,TRBJ2-5,,,,,,,,,
ENSG00000211770,TRBJ2-6,,,,,,,,,
ENSG00000211771,TRBJ2-7,,,,,,,,,
ENSG00000237254,TRBV30,,,,,,,,,
ENSG00000224970,AC245427.1,,,,,,,,,
ENSG00000165131,LLCFC1,,,,,,,,,
ENSG00000179468,OR9A2,-0.181964068,0.661419607,,-0.99650029,,,,,
ENSG00000239293,OR9P1P,-0.073474932,0.718061693,,-4.133156725,,,,,
ENSG00000225781,OR6V1,,,,,,,,,
ENSG00000179420,OR6W1P,,,,,,,,,
ENSG00000159763,PIP,,,,,,,,,
ENSG00000236398,TAS2R39,,,,,,,,,
ENSG00000268170,AC073342.2,0.010068355,0.960494472,,Inf,,,,,
ENSG00000221937,TAS2R40,,,,,,,,,
ENSG00000279223,AC073342.3,,,,,,,,,
ENSG00000239419,RN7SL535P,0.001683747,0.993389643,,Inf,,,,,
ENSG00000240322,RN7SL481P,,,,,,,,,
ENSG00000231531,HINT1P1,,,,,,,,,
ENSG00000188037,CLCN1,0.222370899,0.557369712,,0.47685066,,,,,
ENSG00000278449,MIR6892,,,,,,,,,
ENSG00000146904,EPHA1,0.060523531,0.88303419,,-0.246779506,,,,,
ENSG00000229153,EPHA1-AS1,-0.147717987,0.721473074,,-0.617306897,,,,,
ENSG00000234066,TAS2R62P,,,,,,,,,
ENSG00000185899,TAS2R60,,,,,,,,,
ENSG00000221855,TAS2R41,,,,,,,,,
ENSG00000236853,OR2R1P,,,,,,,,,
ENSG00000176510,OR10AC1,0.562599703,0.145980904,,3.771940104,,,,,
ENSG00000229977,AC073264.1,,,,,,,,,
ENSG00000229877,PAICSP5,,,,,,,,,
ENSG00000271079,CTAGE15,,,,,,,,,
ENSG00000252037,RNU6-162P,,,,,,,,,
ENSG00000230556,AC073264.2,,,,,,,,,
ENSG00000283537,AC073264.3,-0.092779735,0.71061432,,-1.322835143,,,,,
ENSG00000283528,TCAF2C,,,,,,,,,
ENSG00000252523,RNU6-267P,,,,,,,,,
ENSG00000271321,CTAGE6,0.002135016,0.991618052,,Inf,,,,,
ENSG00000253882,AC099548.2,0.554514799,0.184507577,,1.664721952,,,,,
ENSG00000241136,PAICSP6,0.048249776,0.81956991,,Inf,,,,,
ENSG00000232145,AC099548.1,,,,,,,,,
ENSG00000159860,TCAF2P1,-0.073848227,0.716735361,,-2.761386478,,,,,
ENSG00000221910,OR2F2,,,,,,,,,
ENSG00000213215,OR2F1,,,,,,,,,
ENSG00000270729,AC004853.1,,,,,,,,,
ENSG00000273377,OR2Q1P,,,,,,,,,
ENSG00000242280,SLC16A1P1,,,,,,,,,
ENSG00000221813,OR6B1,,,,,,,,,
ENSG00000221836,OR2A5,,,,,,,,,
ENSG00000221933,OR2A25,,,,,,,,,
ENSG00000239967,OR2A41P,,,,,,,,,
ENSG00000221858,OR2A12,-0.060497691,0.765881256,,0.148672353,,,,,
ENSG00000221989,OR2A2,,,,,,,,,
ENSG00000239981,OR2A15P,,,,,,,,,
ENSG00000221938,OR2A14,,,,,,,,,
ENSG00000273234,OR2A13P,,,,,,,,,
ENSG00000183122,OR2A3P,,,,,,,,,
ENSG00000240621,OR2AO1P,,,,,,,,,
ENSG00000225932,CTAGE4,,,,,,,,,
ENSG00000213214,ARHGEF35,0.044436343,0.909381287,,-0.245211546,,,,,
ENSG00000244198,AC004889.1,-0.283796263,0.480493862,,-0.96357024,,,,,
ENSG00000212807,OR2A42,,,,,,,,,
ENSG00000170356,OR2A20P,-0.568465759,0.130824645,,-1.966942513,,,,,
ENSG00000284644,AC074386.1,0.096481874,0.66260319,,Inf,,,,,
ENSG00000243896,OR2A7,-0.049571175,0.848853841,,-0.88138442,,,,,
ENSG00000244693,CTAGE8,0.01495751,0.941354378,,Inf,,,,,
ENSG00000204959,ARHGEF34P,-0.961159662,0.02151425,,-1.80159588,,,,,
ENSG00000228960,OR2A9P,0.060708303,0.866650565,,0.614294191,,,,,
ENSG00000244479,OR2A1-AS1,0.243894086,0.492258373,,2.052546696,,,,,
ENSG00000221970,OR2A1,-0.043460627,0.830660851,,-2.011745125,,,,,
ENSG00000106410,NOBOX,0.033209218,0.870528394,,Inf,,,,,
ENSG00000242978,PPIAP83,-0.00161214,0.993670431,,Inf,,,,,
ENSG00000221507,RNU6ATAC40P,,,,,,,,,
ENSG00000243746,EEF1A1P10,-0.439464739,0.269157546,,-1.594602534,,,,,
ENSG00000200673,RN7SKP174,,,,,,,,,
ENSG00000236343,EI24P4,,,,,,,,,
ENSG00000214035,AC073310.1,,,,,,,,,
ENSG00000225918,RPL7P59,,,,,,,,,
ENSG00000226592,AC004911.1,-0.069524105,0.81786804,,-1.336138789,,,,,
ENSG00000231839,DPY19L4P2,,,,,,,,,
ENSG00000230746,AC006007.1,,,,,,,,,
ENSG00000280144,AC073308.1,,,,,,,,,
ENSG00000274127,RF02271,,,,,,,,,
ENSG00000236795,AC006004.1,,,,,,,,,
ENSG00000226857,DUTP3,,,,,,,,,
ENSG00000232391,RANP2,,,,,,,,,
