MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction	P-value_bh_adjusted	gene_symbol	ensembl_id	chromosome	start_position	regulation
ZFP2|ENSG00000198939	ad	control	687.0	-0.419	0.6749	----+--+-++-++	0.8102350831041494	ZFP2	ENSG00000198939	5	178895898	Not differentially expressed
LANCL2|ENSG00000132434	ad	control	687.0	3.667	0.000245	+++++----++-++	0.010155687242798354	LANCL2	ENSG00000132434	7	55365337	Not differentially expressed
FAM174B|ENSG00000185442	ad	control	687.0	0.097	0.9229	-++++-----+--+	0.9610949071673063	FAM174B	ENSG00000185442	15	92617448	Not differentially expressed
MTNAP1|ENSG00000141219	ad	control	687.0	0.629	0.5294	++++-+++--+-+-	0.7029726226689591	MTNAP1	ENSG00000141219	17	73232233	Not differentially expressed
TECR|ENSG00000099797	ad	control	687.0	-0.791	0.4288	--+-+-+----+-+	0.6218621984688719	TECR	ENSG00000099797	19	14517085	Not differentially expressed
SLC35C2|ENSG00000080189	ad	control	687.0	-0.012	0.9904	----+----+++++	0.9962544835186854	SLC35C2	ENSG00000080189	20	46345980	Not differentially expressed
RAB5B|ENSG00000111540	ad	control	687.0	1.454	0.1459	++++-++++0++--	0.3266078037904125	RAB5B	ENSG00000111540	12	55973913	Not differentially expressed
ANAPC15|ENSG00000110200	ad	control	687.0	2.933	0.003358	+++++--+++++++	0.037868993288590606	ANAPC15	ENSG00000110200	11	72106378	Not differentially expressed
TDP1|ENSG00000042088	ad	control	687.0	3.79	0.0001506	++++++---+++++	0.007875125	TDP1	ENSG00000042088	14	89954939	Upregulated in AD
UBE2N|ENSG00000177889	ad	control	687.0	2.803	0.00507	+++++----++-++	0.04726350974930362	UBE2N	ENSG00000177889	12	93405673	Not differentially expressed
WBP4|ENSG00000120688	ad	control	687.0	2.718	0.006576	+++++--++-++++	0.05377812855980472	WBP4	ENSG00000120688	13	41061509	Not differentially expressed
CSMD3|ENSG00000164796	ad	control	687.0	1.353	0.176	+++++----++-++	0.36744437512996464	CSMD3	ENSG00000164796	8	112222928	Not differentially expressed
PTH1R|ENSG00000160801	ad	control	687.0	-3.59	0.0003311	--------+-----	0.011764183745583039	PTH1R	ENSG00000160801	3	46877721	Not differentially expressed
SHISA5|ENSG00000164054	ad	control	687.0	-2.889	0.003862	-------------+	0.04064410901467505	SHISA5	ENSG00000164054	3	48467798	Not differentially expressed
GLOD4|ENSG00000167699	ad	control	687.0	2.968	0.003001	+++++----+++++	0.03581290628706999	GLOD4	ENSG00000167699	17	757097	Not differentially expressed
NHLRC1|ENSG00000187566	ad	control	687.0	0.073	0.9416	+++++-----+++-	0.9722990846446571	NHLRC1	ENSG00000187566	6	18120440	Not differentially expressed
HIGD2A|ENSG00000146066	ad	control	687.0	-1.386	0.1657	-+-+---------+	0.35373761428875183	HIGD2A	ENSG00000146066	5	176388751	Not differentially expressed
NUP85|ENSG00000125450	ad	control	687.0	-1.348	0.1777	----+-+-+--+--	0.3697633160621762	NUP85	ENSG00000125450	17	75205659	Not differentially expressed
CUX1|ENSG00000257923	ad	control	687.0	-1.227	0.22	----+--++-----	0.41899962078119074	CUX1	ENSG00000257923	7	101815904	Not differentially expressed
SLC35B2|ENSG00000157593	ad	control	687.0	0.124	0.9016	+--++---+-++-+	0.9491044307112181	SLC35B2	ENSG00000157593	6	44254096	Not differentially expressed
ATOSA|ENSG00000047346	ad	control	687.0	0.742	0.4583	----++-++++++-	0.645982310824091	ATOSA	ENSG00000047346	15	52581317	Not differentially expressed
AMT|ENSG00000145020	ad	control	687.0	-0.69	0.4904	-----+-++++---	0.6731769209734755	AMT	ENSG00000145020	3	49416778	Not differentially expressed
ALAD|ENSG00000148218	ad	control	687.0	-0.893	0.3717	----+--++--+--	0.5728996008596868	ALAD	ENSG00000148218	9	113386312	Not differentially expressed
SRSF6|ENSG00000124193	ad	control	687.0	0.003	0.9975	+-+++++-+-----	0.9988933878527975	SRSF6	ENSG00000124193	20	43457893	Not differentially expressed
PDK2|ENSG00000005882	ad	control	687.0	1.482	0.1384	+++++----++--+	0.3166672743846855	PDK2	ENSG00000005882	17	50094737	Not differentially expressed
TNFRSF19|ENSG00000127863	ad	control	687.0	-1.104	0.2697	++++--++---+--	0.4722336937565399	TNFRSF19	ENSG00000127863	13	23570370	Not differentially expressed
CGRRF1|ENSG00000100532	ad	control	687.0	0.583	0.5598	++++-+--+++++-	0.7279357596166299	CGRRF1	ENSG00000100532	14	54509812	Not differentially expressed
SPPL3|ENSG00000157837	ad	control	687.0	-0.284	0.7762	+++-+--------+	0.875721766490617	SPPL3	ENSG00000157837	12	120762510	Not differentially expressed
UTP6|ENSG00000108651	ad	control	687.0	0.491	0.6234	++-++-+-++-++-	0.774524935032793	UTP6	ENSG00000108651	17	31860904	Not differentially expressed
CEP290|ENSG00000198707	ad	control	687.0	1.998	0.04575	----++++++++++	0.16225008830801838	CEP290	ENSG00000198707	12	88049016	Not differentially expressed
PHKG2|ENSG00000156873	ad	control	687.0	1.077	0.2814	+++++-+--+---+	0.4840253554908343	PHKG2	ENSG00000156873	16	30748293	Not differentially expressed
NSMAF|ENSG00000035681	ad	control	687.0	0.064	0.9488	-+-+++-+-+--+-	0.9756401596561253	NSMAF	ENSG00000035681	8	58583508	Not differentially expressed
ZNF536|ENSG00000198597	ad	control	687.0	2.671	0.007569	+++++-++++++-+	0.05770903568716781	ZNF536	ENSG00000198597	19	30224891	Not differentially expressed
MCAM|ENSG00000076706	ad	control	687.0	-0.803	0.4221	----+--++--+--	0.6168681222707423	MCAM	ENSG00000076706	11	119308529	Not differentially expressed
PSMD9|ENSG00000110801	ad	control	687.0	0.571	0.5682	++++----+-++-+	0.734835951583827	PSMD9	ENSG00000110801	12	121888732	Not differentially expressed
HIC2|ENSG00000169635	ad	control	687.0	-2.217	0.02663	----+++--+--+-	0.11941277355962483	HIC2	ENSG00000169635	22	21417371	Not differentially expressed
BBX|ENSG00000114439	ad	control	687.0	-0.434	0.6643	-----++++++++-	0.8024993382264469	BBX	ENSG00000114439	3	107522936	Not differentially expressed
TOB2|ENSG00000183864	ad	control	687.0	-2.386	0.01701	-----++++--+--	0.09181741935483871	TOB2	ENSG00000183864	22	41433494	Not differentially expressed
CSTF2T|ENSG00000177613	ad	control	687.0	2.298	0.02159	+++++--+-+++++	0.10604872798434442	CSTF2T	ENSG00000177613	10	51695486	Not differentially expressed
ZNF302|ENSG00000089335	ad	control	687.0	1.029	0.3034	++++-++++++++-	0.5071821511821512	ZNF302	ENSG00000089335	19	34677639	Not differentially expressed
HAGH|ENSG00000063854	ad	control	687.0	3.582	0.0003411	++++++++++---+	0.011774802721088435	HAGH	ENSG00000063854	16	1795620	Not differentially expressed
BOD1|ENSG00000145919	ad	control	687.0	-0.663	0.5075	++++---++--+--	0.6864205846692711	BOD1	ENSG00000145919	5	173607145	Not differentially expressed
SLC66A3|ENSG00000162976	ad	control	687.0	-0.089	0.9291	--++-++++-+++-	0.9641513178294574	SLC66A3	ENSG00000162976	2	11155198	Not differentially expressed
POLE|ENSG00000177084	ad	control	687.0	-5.012	5.384e-07	----++++------	0.0007722194285714285	POLE	ENSG00000177084	12	132623753	Downregulated in AD
MCM2|ENSG00000073111	ad	control	687.0	-0.693	0.488	+++++-----+++-	0.6713510550835845	MCM2	ENSG00000073111	3	127598223	Not differentially expressed
GFUS|ENSG00000278243	ad	control	687.0	0.303	0.7618	++++-----+-+-+	0.866780598368087	GFUS	ENSG00000278243	HSCHR8_3_CTG7	102658	Not differentially expressed
METTL25|ENSG00000127720	ad	control	687.0	-0.6	0.5488	-+---++++--+--	0.7195027422303473	METTL25	ENSG00000127720	12	82358528	Not differentially expressed
MYDGF|ENSG00000074842	ad	control	687.0	-1.222	0.2219	+--+-------+-+	0.42098941798941797	MYDGF	ENSG00000074842	19	4641374	Not differentially expressed
TLR10|ENSG00000174123	ad	control	687.0	-1.375	0.1691	+--+------++-+	0.358404897614524	TLR10	ENSG00000174123	4	38772238	Not differentially expressed
SLC25A32|ENSG00000164933	ad	control	687.0	2.178	0.02941	+++++----+++++	0.12585291861951428	SLC25A32	ENSG00000164933	8	103398635	Not differentially expressed
TSC22D2|ENSG00000196428	ad	control	687.0	0.421	0.6741	+++++-+-----+-	0.8100727620871231	TSC22D2	ENSG00000196428	3	150408298	Not differentially expressed
FN3K|ENSG00000167363	ad	control	687.0	2.29	0.02199	+++++++--+-+-+	0.10706737760542899	FN3K	ENSG00000167363	17	82735615	Not differentially expressed
EPS15L1|ENSG00000127527	ad	control	687.0	-0.433	0.6648	--+-+--------+	0.8028135674765455	EPS15L1	ENSG00000127527	19	16355225	Not differentially expressed
SHLD1|ENSG00000171984	ad	control	687.0	-0.401	0.6882	++++-----+++--	0.8190526315789475	SHLD1	ENSG00000171984	20	5750393	Not differentially expressed
ARMC3|ENSG00000165309	ad	control	687.0	-1.366	0.1719	-----++++-----	0.3621052631578947	ARMC3	ENSG00000165309	10	22928024	Not differentially expressed
SERBP1|ENSG00000142864	ad	control	687.0	-0.123	0.9018	-----++++-+++-	0.9491044307112181	SERBP1	ENSG00000142864	1	67407810	Not differentially expressed
KLHDC4|ENSG00000104731	ad	control	687.0	-0.457	0.6476	----+-+++--+-+	0.790697312416393	KLHDC4	ENSG00000104731	16	87696485	Not differentially expressed
PFAS|ENSG00000178921	ad	control	687.0	0.479	0.6321	+++++--------+	0.7800250737463127	PFAS	ENSG00000178921	17	8247618	Not differentially expressed
MAP2K4|ENSG00000065559	ad	control	687.0	1.616	0.1061	++++++---+--++	0.2707100381194409	MAP2K4	ENSG00000065559	17	12020829	Not differentially expressed
CHD1L|ENSG00000131778	ad	control	687.0	1.241	0.2147	----+++++--+--	0.4124737849215461	CHD1L	ENSG00000131778	1	147242654	Not differentially expressed
ZNF629|ENSG00000102870	ad	control	687.0	0.529	0.5965	+++++------+-+	0.755882872649249	ZNF629	ENSG00000102870	16	30778456	Not differentially expressed
ADAM22|ENSG00000008277	ad	control	687.0	2.906	0.003657	+++++--+-+++++	0.039479870967741935	ADAM22	ENSG00000008277	7	87934143	Not differentially expressed
RAB10|ENSG00000084733	ad	control	687.0	0.764	0.4449	+-+--++-+++++-	0.6353002417863747	RAB10	ENSG00000084733	2	26034084	Not differentially expressed
GNL1|ENSG00000206492	ad	control	687.0	2.608	0.009096	+++++--++-+-++	0.06453981625441696	GNL1	ENSG00000206492	HSCHR6_MHC_QBL_CTG1	1796461	Not differentially expressed
RTN4RL2|ENSG00000186907	ad	control	687.0	-0.64	0.5224	+++-+----+---+	0.6975523340869796	RTN4RL2	ENSG00000186907	11	57460528	Not differentially expressed
THAP6|ENSG00000174796	ad	control	687.0	1.925	0.0542	+++++-+-+++++-	0.1798902479338843	THAP6	ENSG00000174796	4	75513946	Not differentially expressed
B3GALNT1|ENSG00000169255	ad	control	687.0	0.84	0.4007	++++-----++-++	0.5992891404737077	B3GALNT1	ENSG00000169255	3	161083883	Not differentially expressed
ZNF253|ENSG00000256771	ad	control	687.0	0.053	0.9578	----+++---+++-	0.9796568867155665	ZNF253	ENSG00000256771	19	19865882	Not differentially expressed
AP2A2|ENSG00000280759	ad	control	687.0	0.861	0.3893	+++++--------+	0.5892615709332127	AP2A2	ENSG00000280759	HSCHR11_2_CTG1	3478	Not differentially expressed
CEP19|ENSG00000174007	ad	control	687.0	0.078	0.938	++++-++++---+-	0.9697786015858305	CEP19	ENSG00000174007	3	196706277	Not differentially expressed
DNTTIP1|ENSG00000101457	ad	control	687.0	1.417	0.1566	+++++-----++++	0.34135128093790706	DNTTIP1	ENSG00000101457	20	45791954	Not differentially expressed
ADORA1|ENSG00000163485	ad	control	687.0	-0.131	0.8958	+++--------+-+	0.945524810765349	ADORA1	ENSG00000163485	1	203090654	Not differentially expressed
ANGPTL2|ENSG00000136859	ad	control	687.0	-0.682	0.4953	----+-----++--	0.6771258169934641	ANGPTL2	ENSG00000136859	9	127087348	Not differentially expressed
CERCAM|ENSG00000167123	ad	control	687.0	2.612	0.009005	+++++++++-++--	0.06402009907997169	CERCAM	ENSG00000167123	9	128411751	Not differentially expressed
LRCH3|ENSG00000186001	ad	control	687.0	-1.57	0.1164	------+++-++--	0.2865055160578573	LRCH3	ENSG00000186001	3	197791226	Not differentially expressed
ADI1|ENSG00000182551	ad	control	687.0	-0.216	0.8293	++++-----+++++	0.9068916240060996	ADI1	ENSG00000182551	2	3497366	Not differentially expressed
CENPP|ENSG00000291348	ad	control	687.0	2.17	0.03004	----++++++++++	0.12795994908782352	CENPP	ENSG00000291348	HG1012_PATCH	160682	Not differentially expressed
RBM24|ENSG00000112183	ad	control	687.0	0.871	0.3838	+++++----++-++	0.5841703546529251	RBM24	ENSG00000112183	6	17281361	Not differentially expressed
CHST10|ENSG00000115526	ad	control	687.0	-0.393	0.6944	++++--+------+	0.8236975425330813	CHST10	ENSG00000115526	2	100391860	Not differentially expressed
SMCHD1|ENSG00000101596	ad	control	687.0	0.247	0.8051	+-++-+-++-+++-	0.8926785201546108	SMCHD1	ENSG00000101596	18	2655726	Not differentially expressed
ZFC3H1|ENSG00000133858	ad	control	687.0	-0.712	0.4763	----+++++++++-	0.6613265108560366	ZFC3H1	ENSG00000133858	12	71609599	Not differentially expressed
ZCCHC9|ENSG00000131732	ad	control	687.0	0.362	0.7176	-+++--++++-++-	0.8381461144718473	ZCCHC9	ENSG00000131732	5	81301587	Not differentially expressed
NPM3|ENSG00000107833	ad	control	687.0	2.167	0.03027	+++++-------++	0.12830535638970897	NPM3	ENSG00000107833	10	101781325	Not differentially expressed
POLR2H|ENSG00000163882	ad	control	687.0	-1.646	0.09981	-+---++-+-----	0.2617112562026639	POLR2H	ENSG00000163882	3	184361710	Not differentially expressed
CDC37|ENSG00000105401	ad	control	687.0	1.535	0.1247	+++++----+---+	0.2981633722314837	CDC37	ENSG00000105401	19	10391133	Not differentially expressed
PPP3R1|ENSG00000221823	ad	control	687.0	3.163	0.001561	+++++----++-++	0.02594774834437086	PPP3R1	ENSG00000221823	2	68178857	Not differentially expressed
ZNF417|ENSG00000173480	ad	control	687.0	-1.082	0.2793	-------++-+++-	0.48256272586473925	ZNF417	ENSG00000173480	19	57900296	Not differentially expressed
UBE3A|ENSG00000114062	ad	control	687.0	2.191	0.02845	++++++-++++-++	0.12365281385281385	UBE3A	ENSG00000114062	15	25333728	Not differentially expressed
NR1H2|ENSG00000131408	ad	control	687.0	-1.095	0.2735	----+++++-----	0.47639486467730746	NR1H2	ENSG00000131408	19	50329653	Not differentially expressed
GTPBP1|ENSG00000100226	ad	control	687.0	0.94	0.3474	----+----+++++	0.5502281116895409	GTPBP1	ENSG00000100226	22	38705742	Not differentially expressed
KCNE3|ENSG00000175538	ad	control	687.0	-2.783	0.005387	-----+--+-+++-	0.0486831654676259	KCNE3	ENSG00000175538	11	74454841	Not differentially expressed
MAP4|ENSG00000047849	ad	control	687.0	-0.224	0.823	----+--++++++-	0.9031500710460159	MAP4	ENSG00000047849	3	47850690	Not differentially expressed
SNX5|ENSG00000089006	ad	control	687.0	0.981	0.3267	-+-+-++++-+++-	0.5310990932642486	SNX5	ENSG00000089006	20	17941597	Not differentially expressed
ANKS1A|ENSG00000064999	ad	control	687.0	-2.56	0.01046	-----+-++-----	0.06945661375661376	ANKS1A	ENSG00000064999	6	34889255	Not differentially expressed
AREL1|ENSG00000119682	ad	control	687.0	1.911	0.05599	++++-----++--+	0.18334624918460535	AREL1	ENSG00000119682	14	74653437	Not differentially expressed
GATC|ENSG00000257218	ad	control	687.0	0.757	0.4491	--+--++++++++-	0.6380308476015283	GATC	ENSG00000257218	12	120446444	Not differentially expressed
FAM182B|ENSG00000175170	ad	control	687.0	-0.209	0.8348	--+----+-+++++	0.9106249456757931	FAM182B	ENSG00000175170	20	25762384	Not differentially expressed
TBR1|ENSG00000136535	ad	control	687.0	1.062	0.288	+++++-----+-++	0.49100356597045336	TBR1	ENSG00000136535	2	161416297	Not differentially expressed
DNAJC3-DT|ENSG00000247400	ad	control	687.0	-0.49	0.6241	--+--+---++++-	0.7747235410484669	DNAJC3-DT	ENSG00000247400	13	95648711	Not differentially expressed
TBCB|ENSG00000105254	ad	control	687.0	3.048	0.002306	+++++++++-++-+	0.03189013774104683	TBCB	ENSG00000105254	19	36114289	Not differentially expressed
ARL6IP5|ENSG00000144746	ad	control	687.0	0.817	0.4137	+++++----+++++	0.6099189427312776	ARL6IP5	ENSG00000144746	3	69084937	Not differentially expressed
FGR|ENSG00000000938	ad	control	687.0	-3.714	0.0002043	--------+--+--	0.00954033488372093	FGR	ENSG00000000938	1	27612064	Downregulated in AD
GSTT2B|ENSG00000278695	ad	control	687.0	-2.052	0.04015	+---+--------+	0.1491880088823094	GSTT2B	ENSG00000278695	HSCHR22_1_CTG7	193780	Not differentially expressed
IPO5|ENSG00000065150	ad	control	687.0	1.669	0.09519	++++-+-++++++-	0.2537851871515795	IPO5	ENSG00000065150	13	97953658	Not differentially expressed
UBAP1|ENSG00000165006	ad	control	687.0	-1.084	0.2782	-----++++-----	0.48165683738575615	UBAP1	ENSG00000165006	9	34179005	Not differentially expressed
XAF1|ENSG00000132530	ad	control	687.0	-1.061	0.2888	----+-++++++--	0.4920332597997625	XAF1	ENSG00000132530	17	6755447	Not differentially expressed
RNF215|ENSG00000099999	ad	control	687.0	-0.753	0.4512	--+-+--------+	0.6401085205595591	RNF215	ENSG00000099999	22	30368811	Not differentially expressed
NSMCE2|ENSG00000156831	ad	control	687.0	1.632	0.1026	++++++---++++-	0.26549072164948456	NSMCE2	ENSG00000156831	8	125091679	Not differentially expressed
PTPN3|ENSG00000070159	ad	control	687.0	1.885	0.05949	+++++----++-++	0.19064142993935526	PTPN3	ENSG00000070159	9	109375466	Not differentially expressed
METTL23|ENSG00000181038	ad	control	687.0	0.501	0.6162	+----+--+-++-+	0.7700582524271845	METTL23	ENSG00000181038	17	76726830	Not differentially expressed
CYP7B1|ENSG00000172817	ad	control	687.0	2.047	0.0407	+++++----+++++	0.15056300663227706	CYP7B1	ENSG00000172817	8	64587763	Not differentially expressed
RABIF|ENSG00000183155	ad	control	687.0	0.132	0.8947	-++--++---+-+-	0.9447610433319311	RABIF	ENSG00000183155	1	202878282	Not differentially expressed
PRKCB|ENSG00000166501	ad	control	687.0	1.747	0.08061	+++++----++-++	0.2297095035460993	PRKCB	ENSG00000166501	16	23835983	Not differentially expressed
TMEM198|ENSG00000188760	ad	control	687.0	-1.659	0.09719	--+------+---+	0.25692143233280673	TMEM198	ENSG00000188760	2	219543663	Not differentially expressed
KPTN|ENSG00000118162	ad	control	687.0	-2.103	0.03547	-----++++-----	0.13866064616582327	KPTN	ENSG00000118162	19	47475150	Not differentially expressed
MPZL3|ENSG00000160588	ad	control	687.0	-0.874	0.3823	-+------+++++-	0.5827956270877619	MPZL3	ENSG00000160588	11	118226690	Not differentially expressed
TTC33|ENSG00000113638	ad	control	687.0	2.081	0.03744	+++++----+++++	0.1429812095853937	TTC33	ENSG00000113638	5	40512333	Not differentially expressed
TP53INP2|ENSG00000078804	ad	control	687.0	1.002	0.3165	----+--+++++-+	0.5206718007537278	TP53INP2	ENSG00000078804	20	34704339	Not differentially expressed
GABRA1|ENSG00000022355	ad	control	687.0	2.264	0.02358	+++++----++-++	0.11151351860574658	GABRA1	ENSG00000022355	5	161847063	Not differentially expressed
LETM1|ENSG00000168924	ad	control	687.0	-0.669	0.5038	-+--+-++-----+	0.6830725185685348	LETM1	ENSG00000168924	4	1811479	Not differentially expressed
YY1AP1|ENSG00000163374	ad	control	687.0	0.961	0.3367	----+++++--++-	0.53949377593361	YY1AP1	ENSG00000163374	1	155659446	Not differentially expressed
PARP12|ENSG00000059378	ad	control	687.0	-2.688	0.007198	--------+--+--	0.056239626459143974	PARP12	ENSG00000059378	7	140023749	Not differentially expressed
CRHBP|ENSG00000145708	ad	control	687.0	0.985	0.3246	++++++----++-+	0.5288841285296981	CRHBP	ENSG00000145708	5	76953045	Not differentially expressed
ZNF57|ENSG00000171970	ad	control	687.0	-1.31	0.1902	+--------+++++	0.38556192012908436	ZNF57	ENSG00000171970	19	2900928	Not differentially expressed
TUBG1|ENSG00000131462	ad	control	687.0	0.781	0.4349	+++++--------+	0.6270854516731295	TUBG1	ENSG00000131462	17	42609641	Not differentially expressed
HEXIM1|ENSG00000186834	ad	control	687.0	0.04	0.968	-----++++++++-	0.9844732576985413	HEXIM1	ENSG00000186834	17	45148475	Not differentially expressed
FAM86B1|ENSG00000186523	ad	control	687.0	-0.783	0.4336	----+--+--+--+	0.6261645096347426	FAM86B1	ENSG00000186523	8	12182096	Not differentially expressed
LDAH|ENSG00000118961	ad	control	687.0	0.431	0.6668	++++---+--++++	0.8043580439745284	LDAH	ENSG00000118961	2	20684014	Not differentially expressed
GET3|ENSG00000198356	ad	control	687.0	0.451	0.6517	++++---------+	0.7935801091570648	GET3	ENSG00000198356	19	12737139	Not differentially expressed
DPP8|ENSG00000074603	ad	control	687.0	3.12	0.001811	+++++----+++++	0.02784447166921899	DPP8	ENSG00000074603	15	65442463	Not differentially expressed
RANBP2|ENSG00000153201	ad	control	687.0	0.328	0.743	++++-+++++--+-	0.8545904456409669	RANBP2	ENSG00000153201	2	108719482	Not differentially expressed
CD9|ENSG00000010278	ad	control	687.0	-0.562	0.574	+------++-++--	0.7391253046043349	CD9	ENSG00000010278	12	6199715	Not differentially expressed
RPL41|ENSG00000229117	ad	control	687.0	-0.446	0.6557	-------++-+++-	0.7961335107026242	RPL41	ENSG00000229117	12	56116590	Not differentially expressed
WNT2B|ENSG00000134245	ad	control	687.0	-1.833	0.06674	+---+-----+---	0.2045695970695971	WNT2B	ENSG00000134245	1	112466541	Not differentially expressed
MRPS23|ENSG00000181610	ad	control	687.0	3.427	0.0006098	+++++--+-+++++	0.015820134366925063	MRPS23	ENSG00000181610	17	57834781	Not differentially expressed
SH3D21|ENSG00000214193	ad	control	687.0	-0.524	0.6001	----+-++-+---+	0.7575762605306173	SH3D21	ENSG00000214193	1	36306368	Not differentially expressed
NOP53|ENSG00000105373	ad	control	687.0	-0.612	0.5405	----+--++--+--	0.7129969780580738	NOP53	ENSG00000105373	19	47745546	Not differentially expressed
FSCN1|ENSG00000075618	ad	control	687.0	0.676	0.4987	+++++--++-++--	0.6796454459074249	FSCN1	ENSG00000075618	7	5592816	Not differentially expressed
IGFLR1|ENSG00000126246	ad	control	687.0	-0.977	0.3287	-----------+--	0.5327975460122699	IGFLR1	ENSG00000126246	19	35738801	Not differentially expressed
CALU|ENSG00000128595	ad	control	687.0	0.593	0.5532	++-+-+-++++++-	0.722759823054905	CALU	ENSG00000128595	7	128739292	Not differentially expressed
TARBP1|ENSG00000059588	ad	control	687.0	2.79	0.005275	++++++---++-++	0.048201127272727275	TARBP1	ENSG00000059588	1	234391313	Not differentially expressed
DYRK4|ENSG00000010219	ad	control	687.0	1.396	0.1627	++--+-+++-++-+	0.35023756432247005	DYRK4	ENSG00000010219	12	4562208	Not differentially expressed
ELK4|ENSG00000158711	ad	control	687.0	-0.842	0.3995	-----++++-+++-	0.5981181031911722	ELK4	ENSG00000158711	1	205597556	Not differentially expressed
DIS3L2|ENSG00000144535	ad	control	687.0	1.363	0.1729	--++++++++---+	0.3633904123927151	DIS3L2	ENSG00000144535	2	231961245	Not differentially expressed
AK2|ENSG00000004455	ad	control	687.0	-0.653	0.5136	++-+---++--+--	0.6907627595445411	AK2	ENSG00000004455	1	33007986	Not differentially expressed
LYZ|ENSG00000090382	ad	control	687.0	-2.895	0.003786	-------+-+-+--	0.040394729011689695	LYZ	ENSG00000090382	12	69348381	Not differentially expressed
PIK3C2A|ENSG00000011405	ad	control	687.0	0.819	0.4127	+-+--+++-++++-	0.608770857814336	PIK3C2A	ENSG00000011405	11	17077730	Not differentially expressed
INTS15|ENSG00000146576	ad	control	687.0	-2.167	0.03023	-----+++---+--	0.12827945900253593	INTS15	ENSG00000146576	7	6590021	Not differentially expressed
MFSD2A|ENSG00000168389	ad	control	687.0	-2.084	0.03713	--------+--+--	0.14217589626239513	MFSD2A	ENSG00000168389	1	39955112	Not differentially expressed
PDE1A|ENSG00000115252	ad	control	687.0	3.035	0.002409	++++++---+++++	0.03264016194331984	PDE1A	ENSG00000115252	2	182139968	Not differentially expressed
ZNF322|ENSG00000181315	ad	control	687.0	-1.29	0.1969	-----++++--+--	0.39387846184498904	ZNF322	ENSG00000181315	6	26634383	Not differentially expressed
ANK1|ENSG00000029534	ad	control	687.0	1.926	0.05408	+++++----+---+	0.17961071782997023	ANK1	ENSG00000029534	8	41653220	Not differentially expressed
ATCAY|ENSG00000167654	ad	control	687.0	1.956	0.05047	+++++----++-++	0.17247066031313818	ATCAY	ENSG00000167654	19	3879864	Not differentially expressed
CMTM6|ENSG00000091317	ad	control	687.0	-3.602	0.0003155	-----------++-	0.01156065693430657	CMTM6	ENSG00000091317	3	32481312	Not differentially expressed
GPAA1|ENSG00000197858	ad	control	687.0	-0.157	0.875	+++++--------+	0.9341769459804339	GPAA1	ENSG00000197858	8	144082337	Not differentially expressed
SLC25A39|ENSG00000013306	ad	control	687.0	-3.23	0.001238	------+-------	0.02264029143897996	SLC25A39	ENSG00000013306	17	44319625	Not differentially expressed
PEX26|ENSG00000215193	ad	control	687.0	-0.874	0.3822	----+++++----+	0.5827956270877619	PEX26	ENSG00000215193	22	18077923	Not differentially expressed
RAB3GAP2|ENSG00000118873	ad	control	687.0	1.839	0.06592	++++++---+++++	0.20301742331288344	RAB3GAP2	ENSG00000118873	1	220148293	Not differentially expressed
AHR|ENSG00000106546	ad	control	687.0	-0.123	0.9025	++++--+-+++++-	0.9491044307112181	AHR	ENSG00000106546	7	16916359	Not differentially expressed
TYW3|ENSG00000162623	ad	control	687.0	0.255	0.7989	+-++--+++++++-	0.8888470744680851	TYW3	ENSG00000162623	1	74733152	Not differentially expressed
BCO2|ENSG00000197580	ad	control	687.0	-0.229	0.8188	--++-++++-+---	0.9010030688294607	BCO2	ENSG00000197580	11	112175510	Not differentially expressed
LEPROTL1|ENSG00000104660	ad	control	687.0	1.337	0.1813	++++-----++-++	0.3735382721116355	LEPROTL1	ENSG00000104660	8	30095408	Not differentially expressed
KPNA5|ENSG00000196911	ad	control	687.0	0.381	0.7032	++++++---++-+-	0.8293348995653707	KPNA5	ENSG00000196911	6	116681187	Not differentially expressed
C2orf42|ENSG00000115998	ad	control	687.0	-0.042	0.9662	---+-++++---+-	0.9834437461990676	C2orf42	ENSG00000115998	2	70149885	Not differentially expressed
MRPS34|ENSG00000074071	ad	control	687.0	0.891	0.3728	--++-++++--+-+	0.5738022382339415	MRPS34	ENSG00000074071	16	1771890	Not differentially expressed
SOAT1|ENSG00000057252	ad	control	687.0	-2.197	0.028	-----+----++++	0.1223324630113142	SOAT1	ENSG00000057252	1	179293714	Not differentially expressed
CPSF1|ENSG00000071894	ad	control	687.0	-2.248	0.02459	-----++-+-----	0.11440389249304912	CPSF1	ENSG00000071894	8	144393229	Not differentially expressed
TMEM260|ENSG00000070269	ad	control	687.0	1.572	0.116	+++++---++-++-	0.28587137947962693	TMEM260	ENSG00000070269	14	56488354	Not differentially expressed
CACNG7|ENSG00000105605	ad	control	687.0	-0.845	0.3981	--+-+++------+	0.5970905288317897	CACNG7	ENSG00000105605	19	53909278	Not differentially expressed
BROX|ENSG00000162819	ad	control	687.0	-1.052	0.293	---+-++---+++-	0.4969961142084811	BROX	ENSG00000162819	1	222712553	Not differentially expressed
DCAF7|ENSG00000136485	ad	control	687.0	-0.094	0.9255	-------++--+-+	0.9622056539297918	DCAF7	ENSG00000136485	17	63550222	Not differentially expressed
CNOT8|ENSG00000155508	ad	control	687.0	-1.338	0.1809	-----+-++-+++-	0.37340378289473686	CNOT8	ENSG00000155508	5	154857553	Not differentially expressed
