gene,gene_name,BA17_SNp_HA_vs_AD.l2fc,BA17_SNp_HA_vs_AD.pval,BA17_SNp_HA_vs_AD.padj,BA17_SNp_HA_vs_AD.raw_l2fc,,,,,
ENSG00000185040,SPDYE16,0.019946239,0.86738591,0.999804227,Inf,,,,,
ENSG00000214243,AC004980.2,,,,,,,,,
ENSG00000285666,AC006972.1,,,,,,,,,
ENSG00000231183,AC007003.1,,,,,,,,,
ENSG00000265479,DTX2P1-UPK3BP1-PMS2P11,0.18029399,0.502332249,0.999804227,0.995463035,,,,,
ENSG00000283398,AC114737.3,,,,,,,,,
ENSG00000231087,FDPSP7,,,,,,,,,
ENSG00000236280,AC114737.2,,,,,,,,,
ENSG00000225703,AC114737.1,,,,,,,,,
ENSG00000186704,DTX2P1,0.100938771,0.58551702,0.999804227,2.186043059,,,,,
ENSG00000242435,UPK3BP1,,,,,,,,,
ENSG00000241350,PMS2P11,,,,,,,,,
ENSG00000201885,RF00019,,,,,,,,,
ENSG00000186645,SPDYE17,,,,,,,,,
ENSG00000233448,PMS2P9,,,,,,,,,
ENSG00000201959,RF00019,,,,,,,,,
ENSG00000259628,AC007000.3,,,,,,,,,
ENSG00000205482,SPDYE18,-0.167103296,0.540854542,0.999804227,-0.344935246,,,,,
ENSG00000225726,AC007000.2,,,,,,,,,
ENSG00000214439,FAM185BP,0.200038844,0.496137594,0.999804227,1.149941285,,,,,
ENSG00000213542,AC007000.1,0.09509014,0.744191571,0.999804227,0.837543323,,,,,
ENSG00000250990,AC098851.1,,,,,,,,,
ENSG00000273341,AC004921.1,-0.046728466,0.827258087,0.999804227,0.241494304,,,,,
ENSG00000237620,GCNT1P5,,,,,,,,,
ENSG00000222432,RF00019,,,,,,,,,
ENSG00000232756,AC004990.1,,,,,,,,,
ENSG00000281008,AC004808.2,,,,,,,,,
ENSG00000280958,AC004808.1,,,,,,,,,
ENSG00000231322,RPL13AP17,,,,,,,,,
ENSG00000285892,AC006043.1,-0.021195649,0.859236525,0.999804227,#NAME?,,,,,
ENSG00000226230,AC007237.1,,,,,,,,,
ENSG00000251276,MAGI2-AS1,,,,,,,,,
ENSG00000226978,MAGI2-AS2,,,,,,,,,
ENSG00000212545,RNU6-337P,,,,,,,,,
ENSG00000229110,AC006355.1,,,,,,,,,
ENSG00000281120,AC006355.2,,,,,,,,,
ENSG00000212482,RNU6-530P,,,,,,,,,
ENSG00000222024,AC004945.1,,,,,,,,,
ENSG00000226285,NUP35P2,,,,,,,,,
ENSG00000200786,RNA5SP234,,,,,,,,,
ENSG00000206818,RNU6-849P,,,,,,,,,
ENSG00000230853,RPL10P11,,,,,,,,,
ENSG00000244392,RN7SL869P,,,,,,,,,
ENSG00000234223,AC003988.1,,,,,,,,,
ENSG00000232667,AC004862.1,0.02476879,0.835880452,0.999804227,Inf,,,,,
ENSG00000240347,RN7SL35P,,,,,,,,,
ENSG00000223550,SNRPBP1,,,,,,,,,
ENSG00000214415,GNAT3,,,,,,,,,
ENSG00000229436,AC073850.1,,,,,,,,,
ENSG00000279326,AC004972.1,,,,,,,,,
ENSG00000237896,AC005008.2,,,,,,,,,
ENSG00000226671,AC005008.1,,,,,,,,,
ENSG00000223514,AC004866.1,,,,,,,,,
ENSG00000224134,AC004866.2,,,,,,,,,
ENSG00000232968,EIF4EP4,,,,,,,,,
ENSG00000233491,AC008163.1,,,,,,,,,
ENSG00000230196,DDX43P3,,,,,,,,,
ENSG00000223770,AC006145.1,,,,,,,,,
ENSG00000213530,MTHFD2P5,,,,,,,,,
ENSG00000228711,AC004006.1,,,,,,,,,
ENSG00000202281,RNA5SP235,,,,,,,,,
ENSG00000235503,AC079799.1,,,,,,,,,
ENSG00000285398,AC079799.2,,,,,,,,,
ENSG00000230617,AC079987.1,,,,,,,,,
ENSG00000230244,RAD23BP2,,,,,,,,,
ENSG00000227982,RPL7P30,,,,,,,,,
ENSG00000235139,AC003984.1,,,,,,,,,
ENSG00000235243,AC093716.1,,,,,,,,,
ENSG00000232605,HMGN2P11,,,,,,,,,
ENSG00000280325,AC074183.2,0.028964706,0.8087585,0.999804227,Inf,,,,,
ENSG00000232019,AC074183.1,,,,,,,,,
ENSG00000229251,HNRNPA1P8,-0.202857133,0.305207798,0.999804227,-3.997312399,,,,,
ENSG00000224059,HSPA8P16,,,,,,,,,
ENSG00000230614,DYNLL1P7,,,,,,,,,
ENSG00000225128,LINC00972,,,,,,,,,
ENSG00000227785,AC092013.1,-0.315121372,0.196430591,0.999804227,-2.253302722,,,,,
ENSG00000236610,SOCS5P1,,,,,,,,,
ENSG00000231255,AC005009.1,0.033921031,0.777008425,0.999804227,Inf,,,,,
ENSG00000233073,AC005009.2,0.099109573,0.703539159,0.999804227,0.887256869,,,,,
ENSG00000261462,AC004023.1,0.302666093,0.247299086,0.999804227,1.865287769,,,,,
ENSG00000278236,RF02271,,,,,,,,,
ENSG00000200397,RF00019,,,,,,,,,
ENSG00000273623,RF02195,,,,,,,,,
ENSG00000276185,RF02196,,,,,,,,,
ENSG00000005471,ABCB4,0.102237103,0.730206165,0.999804227,0.442132904,,,,,
ENSG00000231956,HNRNPA1P9,,,,,,,,,
ENSG00000254003,AC003991.2,0.091172593,0.545847799,0.999804227,Inf,,,,,
ENSG00000228113,AC003991.1,0.02476879,0.835880452,0.999804227,Inf,,,,,
ENSG00000127954,STEAP4,0.350612925,0.231977796,0.999804227,1.074075391,,,,,
ENSG00000225701,EIF4A1P13,,,,,,,,,
ENSG00000207094,RF00272,,,,,,,,,
ENSG00000270812,AC002069.2,,,,,,,,,
ENSG00000235639,AC002069.1,,,,,,,,,
ENSG00000228928,KPNA2P2,,,,,,,,,
ENSG00000231763,PQLC1P1,,,,,,,,,
ENSG00000237709,EEF1A1P28,,,,,,,,,
ENSG00000233420,AC002127.2,-0.007601953,0.952070674,0.999804227,-0.752336548,,,,,
ENSG00000227979,AC002127.1,,,,,,,,,
ENSG00000182348,ZNF804B,0.125415298,0.479016795,0.999804227,Inf,,,,,
ENSG00000164645,TEX47,,,,,,,,,
ENSG00000227863,AC002383.1,,,,,,,,,
ENSG00000239075,RNU6-274P,,,,,,,,,
ENSG00000227646,STEAP2-AS1,-0.008831856,0.952229968,0.999804227,-0.963453457,,,,,
ENSG00000238358,AC004969.1,,,,,,,,,
ENSG00000207488,RF00019,,,,,,,,,
ENSG00000234459,AC002064.2,,,,,,,,,
ENSG00000225498,AC002064.1,-0.005644758,0.962313319,0.999804227,-2.116925661,,,,,
ENSG00000283267,FAM237B,,,,,,,,,
ENSG00000280440,AC002064.3,,,,,,,,,
ENSG00000273299,AC006153.1,,,,,,,,,
ENSG00000251154,AC002456.2,,,,,,,,,
ENSG00000223584,TVP23CP1,,,,,,,,,
ENSG00000226254,PTP4A1P3,,,,,,,,,
ENSG00000243144,AC079760.2,,,,,,,,,
ENSG00000225843,NIPA2P1,,,,,,,,,
ENSG00000235450,AC079760.1,-0.167476257,0.527219024,0.999804227,-0.70794246,,,,,
ENSG00000223665,AC000058.1,,,,,,,,,
ENSG00000285772,AC000120.2,,,,,,,,,
ENSG00000285953,AC000120.3,,,,,,,,,
ENSG00000188693,CYP51A1-AS1,0.333038569,0.290735325,0.999804227,0.755480192,,,,,
ENSG00000240720,LRRD1,0.04905745,0.780051516,0.999804227,-0.094676327,,,,,
ENSG00000243107,AC000120.1,0.021096395,0.859858914,0.999804227,Inf,,,,,
ENSG00000200769,RF00019,0.037559864,0.85372802,0.999804227,0.425014846,,,,,
ENSG00000221520,MIR1285-1,0.034182052,0.775375051,0.999804227,Inf,,,,,
ENSG00000230927,TMBIM7P,0.037029865,0.850697118,0.999804227,0.459835941,,,,,
ENSG00000270453,AC007566.2,,,,,,,,,
ENSG00000242950,ERVW-1,,,,,,,,,
ENSG00000278819,AC005156.1,,,,,,,,,
ENSG00000206763,RNU6-10P,,,,,,,,,
ENSG00000237819,AC002454.1,0.217549141,0.35010338,0.999804227,2.458057046,,,,,
ENSG00000266794,RN7SL7P,,,,,,,,,
ENSG00000188175,HEPACAM2,0.076316788,0.723278491,0.999804227,0.599578853,,,,,
ENSG00000004948,CALCR,0.003187885,0.978729223,0.999804227,-0.430082883,,,,,
ENSG00000208014,MIR653,,,,,,,,,
ENSG00000207656,MIR489,,,,,,,,,
ENSG00000127928,GNGT1,,,,,,,,,
ENSG00000237729,AC002075.2,-0.028608781,0.916983057,0.999804227,-0.34374969,,,,,
ENSG00000265423,MIR4652,,,,,,,,,
ENSG00000225898,AC002075.1,,,,,,,,,
ENSG00000213483,NDUFAF4P2,,,,,,,,,
ENSG00000105825,TFPI2,0.087919913,0.591003147,0.999804227,Inf,,,,,
ENSG00000234695,AC002076.1,,,,,,,,,
ENSG00000278388,AC002076.2,,,,,,,,,
ENSG00000278959,AC006378.2,-0.34518611,0.269023147,0.999804227,-1.094623252,,,,,
ENSG00000236861,AC006378.1,,,,,,,,,
ENSG00000236453,AC003092.1,,,,,,,,,
ENSG00000236938,AC003092.2,,,,,,,,,
ENSG00000285090,AC002074.1,-0.020233386,0.865876062,0.999804227,-2.473356968,,,,,
ENSG00000285964,AC002074.2,,,,,,,,,
ENSG00000222870,RNU6-1328P,,,,,,,,,
ENSG00000232385,RPS3AP25,-0.073399721,0.592739964,0.999804227,-4.117226547,,,,,
ENSG00000239030,RNU6-956P,,,,,,,,,
ENSG00000214342,ATP5PBP2,,,,,,,,,
ENSG00000230682,GRPEL2P3,,,,,,,,,
ENSG00000222220,RN7SKP129,,,,,,,,,
ENSG00000219807,ARF1P1,,,,,,,,,
ENSG00000271159,HINT1P2,,,,,,,,,
ENSG00000231153,AC002429.1,,,,,,,,,
ENSG00000201607,RNU4-16P,,,,,,,,,
ENSG00000237160,AC004022.2,,,,,,,,,
ENSG00000228751,AC004022.1,,,,,,,,,
ENSG00000273138,AC005021.1,0.022340112,0.851727499,0.999804227,Inf,,,,,
ENSG00000233942,AC004012.1,0.094226416,0.687891156,0.999804227,0.695681653,,,,,
ENSG00000279525,AC002451.2,,,,,,,,,
ENSG00000231170,AC002451.1,-0.447969864,0.15586858,0.999804227,-0.823641354,,,,,
ENSG00000279067,AC002540.1,-0.031826666,0.82491786,0.999804227,-1.224779167,,,,,
ENSG00000208025,MIR591,,,,,,,,,
ENSG00000237551,AC096775.1,,,,,,,,,
ENSG00000275834,AC084368.1,,,,,,,,,
ENSG00000207045,RNU6-532P,,,,,,,,,
ENSG00000207115,RNU6-364P,,,,,,,,,
ENSG00000252872,RNU7-188P,,,,,,,,,
ENSG00000227284,MARK2P10,,,,,,,,,
ENSG00000244318,RN7SL252P,,,,,,,,,
ENSG00000274409,RF01887,,,,,,,,,
ENSG00000277124,RF01888,,,,,,,,,
ENSG00000274709,RF01778,,,,,,,,,
ENSG00000224551,HMGB3P21,,,,,,,,,
ENSG00000224475,AC073900.1,,,,,,,,,
ENSG00000226046,AP1S2P1,,,,,,,,,
ENSG00000199475,RN7SKP104,,,,,,,,,
ENSG00000226744,AC005326.1,,,,,,,,,
ENSG00000231812,SNRPCP9,,,,,,,,,
ENSG00000237818,RPS3AP29,,,,,,,,,
ENSG00000231859,AC079781.1,,,,,,,,,
ENSG00000232032,AC079781.2,,,,,,,,,
ENSG00000284627,AC079781.4,,,,,,,,,
ENSG00000232097,AC079781.3,,,,,,,,,
ENSG00000266318,MIR5692A1,,,,,,,,,
ENSG00000266668,MIR5692C2,,,,,,,,,
ENSG00000183444,OR7E38P,0.138619327,0.510983007,0.999804227,2.631284248,,,,,
ENSG00000243554,AC004967.1,0.073601344,0.815337958,0.999804227,0.368415876,,,,,
ENSG00000135175,OCM2,,,,,,,,,
ENSG00000277946,RN7SL478P,,,,,,,,,
ENSG00000006453,BAIAP2L1,0.276054001,0.346186321,0.999804227,1.218683068,,,,,
ENSG00000272950,AC093799.1,0.720844484,0.020122303,0.999804227,2.280928249,,,,,
ENSG00000213455,PPIAP82,,,,,,,,,
ENSG00000223402,AC074121.1,,,,,,,,,
ENSG00000207204,RNU6-393P,,,,,,,,,
ENSG00000266019,MIR3609,-0.040588514,0.78380022,0.999804227,-0.895785321,,,,,
ENSG00000238109,AC004893.1,,,,,,,,,
ENSG00000284840,AC004893.2,,,,,,,,,
ENSG00000185467,KPNA7,0.017854901,0.88115581,0.999804227,Inf,,,,,
ENSG00000002079,MYH16,0.022968198,0.874393368,0.999804227,1.779653182,,,,,
ENSG00000284523,AC004834.1,0.264897151,0.262158737,0.999804227,2.03899371,,,,,
ENSG00000284292,AC004922.1,,,,,,,,,
ENSG00000248919,ATP5MF-PTCD1,-0.132150339,0.606413518,0.999804227,-0.729643763,,,,,
ENSG00000228335,AC073063.1,-0.466880749,0.095020704,0.999804227,-2.293048675,,,,,
ENSG00000272647,AC005020.2,0.054771943,0.710162772,0.999804227,Inf,,,,,
ENSG00000224448,AC005020.1,,,,,,,,,
ENSG00000106258,CYP3A5,0.081825367,0.765216603,0.999804227,0.504424208,,,,,
ENSG00000160870,CYP3A7,,,,,,,,,
ENSG00000282277,CYP3A51P,,,,,,,,,
ENSG00000282301,CYP3A7-CYP3A51P,,,,,,,,,
ENSG00000160868,CYP3A4,-0.032000908,0.789093073,0.999804227,#NAME?,,,,,
ENSG00000273407,AC069294.1,-0.070245016,0.731473233,0.999804227,-1.119773838,,,,,
ENSG00000261511,CYP3A137P,,,,,,,,,
ENSG00000021461,CYP3A43,-0.246243339,0.22237984,0.999804227,-5.439183776,,,,,
ENSG00000260445,AC011904.1,,,,,,,,,
ENSG00000260524,CYP3A52P,,,,,,,,,
ENSG00000244623,OR2AE1,,,,,,,,,
ENSG00000176402,GJC3,0.473222626,0.131320241,0.999804227,1.131311645,,,,,
ENSG00000237640,AC004522.2,0.118282872,0.644067116,0.999804227,1.180031526,,,,,
ENSG00000199711,RF00019,,,,,,,,,
ENSG00000222966,RF00561,,,,,,,,,
ENSG00000214313,AZGP1P1,,,,,,,,,
ENSG00000235713,AC004522.1,,,,,,,,,
ENSG00000207547,MIR25,-0.015259627,0.901490604,0.999804227,-1.178555984,,,,,
ENSG00000207757,MIR93,,,,,,,,,
ENSG00000208036,MIR106B,,,,,,,,,
ENSG00000242798,AC073842.2,0.151342264,0.377258641,0.999804227,Inf,,,,,
ENSG00000235077,AC073842.1,-0.085669206,0.611976732,0.999804227,-2.334407762,,,,,
ENSG00000214142,RPL7P60,,,,,,,,,
ENSG00000284518,MIR4658,,,,,,,,,
ENSG00000213413,PVRIG,0.022063625,0.853555779,0.999804227,Inf,,,,,
ENSG00000214300,SPDYE3,0.033128477,0.782132413,0.999804227,Inf,,,,,
ENSG00000201913,RF00019,,,,,,,,,
ENSG00000272752,STAG3L5P-PVRIG2P-PILRB,0.153766685,0.609539997,0.999804227,0.668173332,,,,,
ENSG00000235333,PVRIG2P,,,,,,,,,
ENSG00000284012,MIR6840,,,,,,,,,
ENSG00000241357,AC092849.2,0.04133255,0.809589364,0.999804227,1.971799941,,,,,
ENSG00000240211,AC092849.1,0.0610278,0.720782102,0.999804227,2.11992058,,,,,
ENSG00000225807,AC069281.1,-0.058141728,0.795160566,0.999804227,-0.776182317,,,,,
ENSG00000242101,RN7SL416P,,,,,,,,,
ENSG00000184414,IRS3P,-0.024838788,0.935689541,0.999804227,-0.007577262,,,,,
ENSG00000205307,SAP25,-0.051261795,0.668886537,0.999804227,#NAME?,,,,,
ENSG00000274272,AC069281.2,-1.082803264,6.04E-04,0.902878494,-2.261632334,,,,,
ENSG00000224729,PCOLCE-AS1,0.783663587,0.011847132,0.999804227,2.255359004,,,,,
ENSG00000130427,EPO,0.05152263,0.824234356,0.999804227,0.516195007,,,,,
ENSG00000146839,ZAN,,,,,,,,,
ENSG00000263672,RN7SL750P,,,,,,,,,
ENSG00000236305,SLC12A9-AS1,0.054931823,0.768080862,0.999804227,1.763170894,,,,,
ENSG00000283821,MIR6875,,,,,,,,,
ENSG00000176125,UFSP1,-0.166024105,0.585206445,0.999804227,-0.443539367,,,,,
ENSG00000239825,RN7SL549P,,,,,,,,,
ENSG00000235926,RPS29P15,,,,,,,,,
ENSG00000169894,MUC3A,,,,,,,,,
ENSG00000274993,AC254629.1,0.00407068,0.972853369,0.999804227,-0.237246598,,,,,
ENSG00000169876,MUC17,0.02476879,0.835880452,0.999804227,Inf,,,,,
ENSG00000222636,RN7SKP54,,,,,,,,,
ENSG00000106366,SERPINE1,0.436265192,0.139506179,0.999804227,1.915914277,,,,,
ENSG00000264425,MIR4653,,,,,,,,,
ENSG00000106384,MOGAT3,,,,,,,,,
ENSG00000205267,DGAT2L7P,0.031159665,0.794636282,0.999804227,Inf,,,,,
ENSG00000213394,RPSAP46,0.02476879,0.835880452,0.999804227,Inf,,,,,
ENSG00000207454,RNU6-1104P,,,,,,,,,
ENSG00000278683,AC006329.2,-0.02727865,0.820128865,0.999804227,-1.853395616,,,,,
ENSG00000214252,AZGP1P2,,,,,,,,,
ENSG00000232301,LNCPRESS1,,,,,,,,,
ENSG00000232445,AC006329.1,-0.091797678,0.648617244,0.999804227,-2.096650639,,,,,
ENSG00000233683,AC004965.1,,,,,,,,,
ENSG00000106436,MYL10,,,,,,,,,
ENSG00000259294,AC005096.1,,,,,,,,,
ENSG00000272219,AC005072.1,0.057230617,0.679038333,0.999804227,Inf,,,,,
ENSG00000261535,AC005086.1,,,,,,,,,
ENSG00000280404,AC005086.4,,,,,,,,,
ENSG00000280004,AC005086.3,,,,,,,,,
ENSG00000279724,AC005086.2,,,,,,,,,
ENSG00000252824,RF00554,,,,,,,,,
ENSG00000278586,AC005088.1,,,,,,,,,
ENSG00000264675,MIR4285,,,,,,,,,
ENSG00000170409,AC091390.1,,,,,,,,,
ENSG00000200552,RF00019,,,,,,,,,
ENSG00000228546,AC091390.2,-0.009952249,0.933719237,0.999804227,-1.484995293,,,,,
ENSG00000260097,SPDYE6,,,,,,,,,
ENSG00000239486,AC091390.3,,,,,,,,,
ENSG00000221510,MIR548O,,,,,,,,,
ENSG00000239480,AC073517.1,0.071206472,0.625179094,0.999804227,Inf,,,,,
ENSG00000284176,MIR5090,,,,,,,,,
ENSG00000284596,MIR4467,,,,,,,,,
ENSG00000170667,RASA4B,0.002223021,0.985182485,0.999804227,-3.028128744,,,,,
ENSG00000272949,AC093668.2,,,,,,,,,
ENSG00000284981,AC093668.3,,,,,,,,,
ENSG00000270249,AC093668.1,,,,,,,,,
ENSG00000205238,SPDYE2,,,,,,,,,
ENSG00000285437,POLR2J3,0.04732656,0.769507932,0.999804227,0.902100689,,,,,
ENSG00000279168,AC105052.4,0.19702294,0.426356882,0.999804227,-0.219171309,,,,,
ENSG00000205236,AC105052.1,,,,,,,,,
ENSG00000267368,UPK3BL1,-0.01756791,0.900932735,0.999804227,-1.977596748,,,,,
ENSG00000267645,AC105052.3,0.01683394,0.887872119,0.999804227,Inf,,,,,
ENSG00000173678,SPDYE2B,,,,,,,,,
ENSG00000228049,POLR2J2,-0.018750819,0.902930519,0.999804227,-0.680972862,,,,,
ENSG00000233297,RASA4DP,0.142542195,0.593627854,0.999804227,0.888164105,,,,,
ENSG00000213385,AC105052.2,0.301453439,0.198734316,0.999804227,Inf,,,,,
ENSG00000161040,FBXL13,0.396835618,0.199652979,0.999804227,1.189182283,,,,,
ENSG00000252643,RNU6-1136P,-0.099534149,0.627707539,0.999804227,-1.052252806,,,,,
ENSG00000238324,RN7SKP198,,,,,,,,,
ENSG00000230257,NFE4,0.052455544,0.692569343,0.999804227,Inf,,,,,
ENSG00000236226,AC073127.1,,,,,,,,,
ENSG00000233025,CRYZP1,0.024049654,0.840595811,0.999804227,Inf,,,,,
ENSG00000224415,AC007683.1,-0.069586901,0.74308894,0.999804227,-0.935018181,,,,,
ENSG00000236848,RPL23AP95,,,,,,,,,
ENSG00000279482,AC007683.2,,,,,,,,,
ENSG00000237632,S100A11P1,,,,,,,,,
ENSG00000235354,RPS29P16,,,,,,,,,
ENSG00000170615,SLC26A5,0.065452561,0.665323599,0.999804227,Inf,,,,,
ENSG00000251852,RF00019,,,,,,,,,
ENSG00000252047,RF00019,,,,,,,,,
ENSG00000234715,AC005064.1,-0.002370721,0.984183247,0.999804227,0.165006083,,,,,
ENSG00000222386,RN7SKP86,,,,,,,,,
ENSG00000226869,LHFPL3-AS1,,,,,,,,,
ENSG00000237606,AC091286.1,,,,,,,,,
ENSG00000225329,LHFPL3-AS2,,,,,,,,,
ENSG00000243352,RN7SL8P,,,,,,,,,
ENSG00000237513,AC007384.1,-0.025647884,0.830284777,0.999804227,-4.772458859,,,,,
ENSG00000270764,AC005070.1,,,,,,,,,
ENSG00000271482,AC005070.2,,,,,,,,,
ENSG00000213361,AC004884.1,,,,,,,,,
ENSG00000244490,RWDD4P1,0.021096395,0.859858914,0.999804227,Inf,,,,,
ENSG00000242154,AC004884.2,0.066388703,0.621365811,0.999804227,Inf,,,,,
ENSG00000201179,RNU6-1322P,,,,,,,,,
ENSG00000223886,AC073073.1,,,,,,,,,
ENSG00000185055,EFCAB10,-0.093198181,0.765027908,0.999804227,-0.335658513,,,,,
ENSG00000231167,YBX1P2,-0.140130468,0.640176148,0.999804227,0.329872382,,,,,
ENSG00000226624,AC005099.1,,,,,,,,,
ENSG00000280439,AC004836.1,,,,,,,,,
ENSG00000242562,DCAF13P1,0.024546842,0.837347433,0.999804227,Inf,,,,,
ENSG00000201796,RNU6-392P,,,,,,,,,
ENSG00000243438,LARP1BP2,,,,,,,,,
ENSG00000243797,AC004917.1,,,,,,,,,
ENSG00000286076,AC005050.3,,,,,,,,,
ENSG00000267052,AC005050.1,,,,,,,,,
ENSG00000286013,AC005050.2,,,,,,,,,
ENSG00000228742,LINC02577,,,,,,,,,
ENSG00000251978,RNA5SP236,,,,,,,,,
ENSG00000243193,AC006387.1,0.02476879,0.835880453,0.999804227,Inf,,,,,
ENSG00000272072,AC004492.1,0.227330273,0.344388756,0.999804227,2.240365135,,,,,
ENSG00000228341,AC002381.1,,,,,,,,,
ENSG00000272854,AC004839.1,-0.196869731,0.445816496,0.999804227,-1.167230219,,,,,
ENSG00000238832,RF01233,-0.01856084,0.908780692,0.999804227,-2.1432292,,,,,
ENSG00000250474,WBP1LP2,-0.157121763,0.519823691,0.999804227,-0.845682534,,,,,
ENSG00000225935,BANF1P5,,,,,,,,,
ENSG00000091138,SLC26A3,,,,,,,,,
ENSG00000229626,PIGCP2,,,,,,,,,
ENSG00000273055,AC005046.1,0.30771778,0.314608521,0.999804227,0.833209837,,,,,
ENSG00000238297,RF00012,,,,,,,,,
ENSG00000091128,LAMB4,-0.0071384,0.952358279,0.999804227,-2.966859104,,,,,
ENSG00000231006,RPL7P32,0.032697076,0.880934226,0.999804227,0.078982227,,,,,
ENSG00000225647,AC005487.1,-0.012484912,0.92263354,0.999804227,-1.516414755,,,,,
ENSG00000270425,AC002487.1,,,,,,,,,
ENSG00000205174,C7orf66,,,,,,,,,
ENSG00000279043,AC004014.2,,,,,,,,,
ENSG00000229603,AC004014.1,,,,,,,,,
ENSG00000227968,BUB3P1,,,,,,,,,
ENSG00000230941,AC002386.1,,,,,,,,,
ENSG00000234273,AC073071.1,,,,,,,,,
ENSG00000230192,AC073387.1,,,,,,,,,
ENSG00000271368,AC073387.2,,,,,,,,,
ENSG00000237064,EIF3IP1,,,,,,,,,
ENSG00000232199,RPL3P8,,,,,,,,,
ENSG00000278424,AC073114.1,,,,,,,,,
ENSG00000226965,AC092167.1,,,,,,,,,
ENSG00000228540,AC073326.1,,,,,,,,,
ENSG00000243621,AC003989.2,,,,,,,,,
ENSG00000227948,AC003989.1,,,,,,,,,
ENSG00000225572,DOCK4-AS1,,,,,,,,,
ENSG00000222346,RNA5SP237,,,,,,,,,
ENSG00000234358,AC003080.1,,,,,,,,,
ENSG00000202406,RN7SKP187,,,,,,,,,
ENSG00000226851,AC004112.1,0.007696451,0.948792058,0.999804227,-0.085301261,,,,,
ENSG00000230999,MTND5P8,,,,,,,,,
ENSG00000232922,MTND6P24,,,,,,,,,
ENSG00000236232,MTCYBP24,,,,,,,,,
ENSG00000180019,AC079741.1,,,,,,,,,
ENSG00000182965,NPM1P14,,,,,,,,,
ENSG00000223646,AC002463.1,,,,,,,,,
ENSG00000225358,MIPEPP1,,,,,,,,,
ENSG00000234520,AC018464.1,,,,,,,,,
ENSG00000279288,AC073346.2,0.208706771,0.462194132,0.999804227,1.108733997,,,,,
ENSG00000225457,AC073346.1,,,,,,,,,
ENSG00000270997,AC073137.1,,,,,,,,,
ENSG00000278894,AC073348.1,,,,,,,,,
ENSG00000154415,PPP1R3A,,,,,,,,,
ENSG00000236580,AC073626.2,,,,,,,,,
ENSG00000224595,AC073626.1,,,,,,,,,
ENSG00000282859,AC003992.1,,,,,,,,,
ENSG00000202334,RNA5SP238,,,,,,,,,
ENSG00000272230,MIR3666,,,,,,,,,
ENSG00000233607,LINC01392,,,,,,,,,
ENSG00000225535,LINC01393,,,,,,,,,
ENSG00000226962,RAC1P6,,,,,,,,,
ENSG00000199764,RF00019,,,,,,,,,
ENSG00000244565,AC073901.1,,,,,,,,,
ENSG00000202377,SNORA25B,,,,,,,,,
ENSG00000242072,AC092590.1,0.019728715,0.875260305,0.999804227,-0.23237831,,,,,
ENSG00000240973,AC093714.1,,,,,,,,,
ENSG00000243345,AC093714.2,,,,,,,,,
ENSG00000199224,RF00019,,,,,,,,,
ENSG00000279086,AC073130.3,,,,,,,,,
ENSG00000135269,TES,0.170203588,0.555938527,0.999804227,0.397185089,,,,,
ENSG00000243243,AC073130.2,,,,,,,,,
ENSG00000237813,AC002066.1,,,,,,,,,
ENSG00000237870,AC073130.1,,,,,,,,,
ENSG00000213167,RF00017,,,,,,,,,
ENSG00000235427,AC006159.1,,,,,,,,,
ENSG00000231210,LINC01510,-0.002230961,0.985101907,0.999804227,-1.459253366,,,,,
ENSG00000243220,AC006159.2,,,,,,,,,
ENSG00000235945,AC002543.1,,,,,,,,,
ENSG00000252115,RF00019,,,,,,,,,
ENSG00000222150,RNA5SP239,,,,,,,,,
ENSG00000275359,RF02179,,,,,,,,,
ENSG00000277583,RF02180,,,,,,,,,
ENSG00000214188,ST7-OT4,-0.040319536,0.818284559,0.999804227,-1.14972654,,,,,
ENSG00000273596,RF02187,,,,,,,,,
ENSG00000273571,RF02188,,,,,,,,,
ENSG00000276100,RF02189,,,,,,,,,
ENSG00000274606,RF02190,,,,,,,,,
ENSG00000228368,AC106873.1,,,,,,,,,
ENSG00000213050,TPM3P1,,,,,,,,,
ENSG00000283923,MIR6132,,,,,,,,,
ENSG00000226367,ST7-AS2,-0.198298146,0.431868029,0.999804227,-0.086106704,,,,,
ENSG00000274344,RF02181,,,,,,,,,
ENSG00000275054,RF02183,,,,,,,,,
ENSG00000227532,AC002542.1,,,,,,,,,
ENSG00000278526,RF02184,,,,,,,,,
ENSG00000278482,RF02185,,,,,,,,,
ENSG00000230785,AC006326.1,,,,,,,,,
ENSG00000224042,MTND4P6,,,,,,,,,
ENSG00000230605,MTCYBP6,,,,,,,,,
ENSG00000238202,AC002465.1,,,,,,,,,
ENSG00000154438,ASZ1,,,,,,,,,
ENSG00000214684,AC003045.1,,,,,,,,,
ENSG00000001626,CFTR,0.104360711,0.739555236,0.999804227,0.539584477,,,,,
ENSG00000237974,AC000111.2,,,,,,,,,
ENSG00000232661,CFTR-AS1,,,,,,,,,
ENSG00000234001,AC000111.1,,,,,,,,,
ENSG00000083622,AC000061.1,,,,,,,,,
ENSG00000224136,AC007568.1,,,,,,,,,
ENSG00000234826,AC003084.1,0.02432481,0.838815043,0.999804227,Inf,,,,,
ENSG00000106013,ANKRD7,-0.100370765,0.695274092,0.999804227,-0.481172869,,,,,
ENSG00000229982,GTF3AP6,,,,,,,,,
ENSG00000230520,AC092098.1,,,,,,,,,
